track,chain_idx,step,token_count,correct,tags
implicit_no_reasoning_no_correction,205,1,290,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,205,2,551,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,205,3,823,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,205,4,1069,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,205,5,1341,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,205,6,1628,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,205,7,1914,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,76,1,253,1,added_facts
implicit_no_reasoning_no_correction,76,2,534,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,76,3,822,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,76,4,1171,1,removed_rules;added_facts
implicit_no_reasoning_no_correction,76,5,1445,1,added_rules;added_facts
implicit_no_reasoning_no_correction,76,6,1736,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,76,7,1998,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,123,1,250,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,123,2,530,1,added_rules;added_facts
implicit_no_reasoning_no_correction,123,3,895,1,added_rules
implicit_no_reasoning_no_correction,123,4,1296,1,added_rules
implicit_no_reasoning_no_correction,123,5,1782,1,added_rules;added_facts
implicit_no_reasoning_no_correction,123,6,2267,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,123,7,2765,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,6,1,274,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,6,2,564,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,6,3,845,1,added_rules;added_facts
implicit_no_reasoning_no_correction,6,4,1141,1,added_rules
implicit_no_reasoning_no_correction,6,5,1487,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,6,6,1909,1,added_rules
implicit_no_reasoning_no_correction,6,7,2324,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,46,1,325,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,46,2,597,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,46,3,918,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,46,4,1228,1,added_facts
implicit_no_reasoning_no_correction,46,5,1619,1,added_rules
implicit_no_reasoning_no_correction,46,6,2024,1,added_rules;added_facts
implicit_no_reasoning_no_correction,46,7,2511,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,78,1,257,1,added_rules;added_facts
implicit_no_reasoning_no_correction,78,2,574,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,78,3,854,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,78,4,1146,1,added_rules
implicit_no_reasoning_no_correction,78,5,1486,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,78,6,1766,1,added_rules;added_facts
implicit_no_reasoning_no_correction,78,7,2076,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,79,1,244,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,79,2,481,1,added_rules
implicit_no_reasoning_no_correction,79,3,796,0,removed_rules;added_rules
implicit_no_reasoning_no_correction,79,4,1144,0,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,79,5,1519,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,79,6,1861,1,added_rules;added_facts
implicit_no_reasoning_no_correction,79,7,2285,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,24,1,281,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,24,2,598,1,added_facts
implicit_no_reasoning_no_correction,24,3,966,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,24,4,1405,1,added_rules;added_facts
implicit_no_reasoning_no_correction,24,5,1903,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,24,6,2379,1,added_rules
implicit_no_reasoning_no_correction,24,7,2925,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,32,1,206,1,removed_facts;added_rules;added_facts
implicit_no_reasoning_no_correction,32,2,439,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,32,3,713,1,added_facts
implicit_no_reasoning_no_correction,32,4,1013,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,32,5,1379,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,32,6,1705,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,32,7,2062,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,185,1,201,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,185,2,453,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,185,3,677,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,185,4,926,1,added_rules;added_facts
implicit_no_reasoning_no_correction,185,5,1172,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,185,6,1486,1,removed_facts;added_rules;added_facts
implicit_no_reasoning_no_correction,185,7,1757,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,122,1,279,0,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,122,2,702,0,added_rules;added_facts
implicit_no_reasoning_no_correction,122,3,1138,0,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,122,4,1582,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,122,5,1950,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,122,6,2293,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,122,7,2655,1,added_rules;added_facts
implicit_no_reasoning_no_correction,117,1,264,1,added_rules
implicit_no_reasoning_no_correction,117,2,653,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,117,3,1015,1,added_rules;added_facts
implicit_no_reasoning_no_correction,117,4,1353,1,removed_facts;removed_rules;added_facts
implicit_no_reasoning_no_correction,117,5,1787,1,removed_facts;removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,117,6,2197,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,117,7,2593,1,added_rules;added_facts
implicit_no_reasoning_no_correction,13,1,264,1,added_rules;added_facts
implicit_no_reasoning_no_correction,13,2,612,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,13,3,934,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,13,4,1287,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,13,5,1660,0,removed_rules;added_rules
implicit_no_reasoning_no_correction,13,6,2094,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,13,7,2497,1,added_facts
implicit_no_reasoning_no_correction,38,1,307,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,38,2,622,0,removed_rules;added_rules
implicit_no_reasoning_no_correction,38,3,961,0,added_rules;added_facts
implicit_no_reasoning_no_correction,38,4,1388,1,added_rules
implicit_no_reasoning_no_correction,38,5,1765,1,added_rules;added_facts
implicit_no_reasoning_no_correction,38,6,2141,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,38,7,2531,1,added_rules;added_facts
implicit_no_reasoning_no_correction,43,1,212,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,43,2,522,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,43,3,906,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,43,4,1143,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,43,5,1356,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,43,6,1620,1,added_facts
implicit_no_reasoning_no_correction,43,7,1898,1,added_rules
implicit_no_reasoning_no_correction,35,1,277,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,35,2,622,1,added_facts
implicit_no_reasoning_no_correction,35,3,926,1,added_rules
implicit_no_reasoning_no_correction,35,4,1264,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,35,5,1649,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,35,6,2052,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,35,7,2434,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,161,1,345,1,removed_facts;added_rules;added_facts
implicit_no_reasoning_no_correction,161,2,806,1,removed_facts;added_rules;added_facts
implicit_no_reasoning_no_correction,161,3,1272,1,added_facts
implicit_no_reasoning_no_correction,161,4,1778,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,161,5,2283,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,161,6,2791,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,161,7,3288,1,added_rules
implicit_no_reasoning_no_correction,96,1,281,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,96,2,635,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,96,3,1005,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,96,4,1341,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,96,5,1662,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,96,6,2051,1,added_rules;added_facts
implicit_no_reasoning_no_correction,96,7,2383,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,148,1,335,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,148,2,702,1,added_rules;added_facts
implicit_no_reasoning_no_correction,148,3,1163,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,148,4,1754,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,148,5,2265,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,148,6,2752,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,148,7,3247,1,added_facts
implicit_no_reasoning_no_correction,206,1,239,1,added_facts
implicit_no_reasoning_no_correction,206,2,582,1,added_rules
implicit_no_reasoning_no_correction,206,3,930,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,206,4,1300,1,added_rules;added_facts
implicit_no_reasoning_no_correction,206,5,1603,1,added_rules;added_facts
implicit_no_reasoning_no_correction,206,6,1994,1,added_rules;added_facts
implicit_no_reasoning_no_correction,206,7,2420,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,145,1,286,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,145,2,587,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,145,3,897,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,145,4,1213,1,removed_facts;removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,145,5,1382,1,added_rules
implicit_no_reasoning_no_correction,145,6,1633,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,145,7,1822,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,159,1,252,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,159,2,502,1,added_facts
implicit_no_reasoning_no_correction,159,3,796,1,added_rules
implicit_no_reasoning_no_correction,159,4,1091,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,159,5,1394,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,159,6,1712,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,159,7,2032,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,120,1,296,1,added_facts
implicit_no_reasoning_no_correction,120,2,659,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,120,3,978,1,added_rules;added_facts
implicit_no_reasoning_no_correction,120,4,1355,1,added_facts
implicit_no_reasoning_no_correction,120,5,1825,1,added_rules
implicit_no_reasoning_no_correction,120,6,2300,1,added_rules;added_facts
implicit_no_reasoning_no_correction,120,7,2734,1,added_facts
implicit_no_reasoning_no_correction,7,1,265,1,added_facts
implicit_no_reasoning_no_correction,7,2,599,1,added_rules
implicit_no_reasoning_no_correction,7,3,1109,1,added_rules
implicit_no_reasoning_no_correction,7,4,1610,0,removed_rules;added_rules
implicit_no_reasoning_no_correction,7,5,2150,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,7,6,2637,1,added_rules
implicit_no_reasoning_no_correction,7,7,3211,1,added_rules
implicit_no_reasoning_no_correction,22,1,296,1,added_rules;added_facts
implicit_no_reasoning_no_correction,22,2,697,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,22,3,1030,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,22,4,1371,1,added_rules;added_facts
implicit_no_reasoning_no_correction,22,5,1757,1,removed_facts;removed_rules;added_facts
implicit_no_reasoning_no_correction,22,6,2125,1,added_facts
implicit_no_reasoning_no_correction,22,7,2530,1,added_rules;added_facts
implicit_no_reasoning_no_correction,86,1,271,0,added_facts
implicit_no_reasoning_no_correction,86,2,734,1,added_rules;added_facts
implicit_no_reasoning_no_correction,86,3,1137,1,no_change
implicit_no_reasoning_no_correction,86,4,1465,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,86,5,1784,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,86,6,2112,1,added_facts
implicit_no_reasoning_no_correction,86,7,2413,1,added_rules;added_facts
implicit_no_reasoning_no_correction,113,1,212,1,removed_facts;removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,113,2,494,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,113,3,743,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,113,4,986,1,added_rules
implicit_no_reasoning_no_correction,113,5,1268,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,113,6,1539,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,113,7,1805,1,added_rules
implicit_no_reasoning_no_correction,150,1,251,0,removed_rules;added_rules
implicit_no_reasoning_no_correction,150,2,602,1,added_facts
implicit_no_reasoning_no_correction,150,3,900,0,removed_rules;added_rules
implicit_no_reasoning_no_correction,150,4,1292,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,150,5,1661,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,150,6,1973,1,added_rules;added_facts
implicit_no_reasoning_no_correction,150,7,2322,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,8,1,261,1,added_facts
implicit_no_reasoning_no_correction,8,2,594,1,removed_facts;added_rules;added_facts
implicit_no_reasoning_no_correction,8,3,900,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,8,4,1230,1,added_rules;added_facts
implicit_no_reasoning_no_correction,8,5,1652,0,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,8,6,2097,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,8,7,2463,1,added_rules
implicit_no_reasoning_no_correction,30,1,229,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,30,2,614,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,30,3,902,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,30,4,1181,1,added_rules;added_facts
implicit_no_reasoning_no_correction,30,5,1493,1,no_change
implicit_no_reasoning_no_correction,30,6,1808,1,added_rules;added_facts
implicit_no_reasoning_no_correction,30,7,2218,1,added_facts
implicit_no_reasoning_no_correction,164,1,242,1,added_rules;added_facts
implicit_no_reasoning_no_correction,164,2,557,1,added_rules
implicit_no_reasoning_no_correction,164,3,913,0,removed_rules;added_rules
implicit_no_reasoning_no_correction,164,4,1325,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,164,5,1674,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,164,6,2044,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,164,7,2534,1,no_change
implicit_no_reasoning_no_correction,172,1,228,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,172,2,503,1,added_facts
implicit_no_reasoning_no_correction,172,3,756,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,172,4,1042,1,added_rules
implicit_no_reasoning_no_correction,172,5,1341,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,172,6,1638,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,172,7,1957,1,added_rules
implicit_no_reasoning_no_correction,181,1,266,1,added_rules;added_facts
implicit_no_reasoning_no_correction,181,2,683,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,181,3,1056,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,181,4,1369,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,181,5,1715,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,181,6,2060,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,181,7,2479,1,removed_rules;added_facts
implicit_no_reasoning_no_correction,23,1,223,1,added_rules
implicit_no_reasoning_no_correction,23,2,552,1,added_facts
implicit_no_reasoning_no_correction,23,3,818,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,23,4,1139,1,added_facts
implicit_no_reasoning_no_correction,23,5,1426,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,23,6,1718,1,added_rules
implicit_no_reasoning_no_correction,23,7,2074,1,added_rules;added_facts
implicit_no_reasoning_no_correction,168,1,292,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,168,2,604,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,168,3,978,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,168,4,1271,1,added_rules
implicit_no_reasoning_no_correction,168,5,1608,1,added_rules
implicit_no_reasoning_no_correction,168,6,2079,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,168,7,2500,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,130,1,316,0,removed_rules;added_rules
implicit_no_reasoning_no_correction,130,2,758,0,added_facts
implicit_no_reasoning_no_correction,130,3,1203,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,130,4,1637,1,removed_facts;removed_rules;added_facts
implicit_no_reasoning_no_correction,130,5,2045,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,130,6,2449,1,removed_rules;added_facts
implicit_no_reasoning_no_correction,130,7,2837,1,added_rules;added_facts
implicit_no_reasoning_no_correction,173,1,255,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,173,2,573,0,removed_rules;added_rules
implicit_no_reasoning_no_correction,173,3,924,0,added_rules;added_facts
implicit_no_reasoning_no_correction,173,4,1297,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,173,5,1588,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,173,6,1864,1,removed_rules;added_facts
implicit_no_reasoning_no_correction,173,7,2228,1,added_rules
implicit_no_reasoning_no_correction,40,1,231,0,added_rules
implicit_no_reasoning_no_correction,40,2,569,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,40,3,857,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,40,4,1160,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,40,5,1475,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,40,6,1788,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,40,7,2127,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,196,1,264,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,196,2,784,1,added_rules;added_facts
implicit_no_reasoning_no_correction,196,3,1436,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,196,4,1656,1,removed_rules;added_facts
implicit_no_reasoning_no_correction,196,5,1854,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,196,6,1985,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,196,7,2155,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,101,1,248,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,101,2,516,1,added_rules;added_facts
implicit_no_reasoning_no_correction,101,3,812,1,removed_facts;removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,101,4,1050,0,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,101,5,1384,1,added_rules;added_facts
implicit_no_reasoning_no_correction,101,6,1783,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,101,7,2240,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,165,1,267,0,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,165,2,611,1,added_facts
implicit_no_reasoning_no_correction,165,3,1052,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,165,4,1421,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,165,5,1764,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,165,6,2208,1,added_rules
implicit_no_reasoning_no_correction,165,7,2650,1,removed_facts;removed_rules;added_facts
implicit_no_reasoning_no_correction,92,1,245,1,removed_facts;added_rules;added_facts
implicit_no_reasoning_no_correction,92,2,527,1,added_facts
implicit_no_reasoning_no_correction,92,3,783,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,92,4,1062,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,92,5,1407,1,added_rules
implicit_no_reasoning_no_correction,92,6,1816,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,92,7,2118,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,109,1,235,1,added_facts
implicit_no_reasoning_no_correction,109,2,520,1,added_facts
implicit_no_reasoning_no_correction,109,3,861,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,109,4,1263,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,109,5,1673,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,109,6,2014,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,109,7,2358,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,41,1,248,1,added_facts
implicit_no_reasoning_no_correction,41,2,593,1,added_facts
implicit_no_reasoning_no_correction,41,3,848,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,41,4,1153,1,added_rules;added_facts
implicit_no_reasoning_no_correction,41,5,1523,1,added_rules;added_facts
implicit_no_reasoning_no_correction,41,6,1912,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,41,7,2260,1,added_rules
implicit_no_reasoning_no_correction,144,1,285,1,removed_facts;added_rules;added_facts
implicit_no_reasoning_no_correction,144,2,663,1,added_rules;added_facts
implicit_no_reasoning_no_correction,144,3,1081,1,added_rules
implicit_no_reasoning_no_correction,144,4,1522,1,added_rules
implicit_no_reasoning_no_correction,144,5,2057,1,removed_facts;removed_rules;added_facts
implicit_no_reasoning_no_correction,144,6,2548,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,144,7,3047,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,26,1,296,1,added_rules;added_facts
implicit_no_reasoning_no_correction,26,2,794,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,26,3,1205,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,26,4,1598,1,added_rules;added_facts
implicit_no_reasoning_no_correction,26,5,2044,1,added_rules
implicit_no_reasoning_no_correction,26,6,2627,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,26,7,3207,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,28,1,281,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,28,2,717,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,28,3,1290,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,28,4,1734,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,28,5,2237,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,28,6,2726,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,28,7,3163,1,added_rules;added_facts
implicit_no_reasoning_no_correction,114,1,249,1,removed_facts;added_rules;added_facts
implicit_no_reasoning_no_correction,114,2,540,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,114,3,826,1,added_rules
implicit_no_reasoning_no_correction,114,4,1267,1,added_rules;added_facts
implicit_no_reasoning_no_correction,114,5,1686,1,added_facts
implicit_no_reasoning_no_correction,114,6,2093,1,added_rules
implicit_no_reasoning_no_correction,114,7,2557,1,added_rules;added_facts
implicit_no_reasoning_no_correction,9,1,358,1,removed_facts;added_rules
implicit_no_reasoning_no_correction,9,2,845,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,9,3,1235,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,9,4,1755,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,9,5,2284,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,9,6,2715,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,9,7,3177,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,142,1,283,1,added_rules;added_facts
implicit_no_reasoning_no_correction,142,2,674,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,142,3,1073,1,added_rules;added_facts
implicit_no_reasoning_no_correction,142,4,1442,1,added_rules;added_facts
implicit_no_reasoning_no_correction,142,5,1857,1,added_facts
implicit_no_reasoning_no_correction,142,6,2326,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,142,7,2824,1,added_facts
implicit_no_reasoning_no_correction,153,1,262,0,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,153,2,630,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,153,3,923,0,added_facts
implicit_no_reasoning_no_correction,153,4,1312,1,removed_rules;added_rules
implicit_no_reasoning_no_correction,153,5,1676,1,removed_rules;added_facts
implicit_no_reasoning_no_correction,153,6,2046,1,removed_rules;added_rules;added_facts
implicit_no_reasoning_no_correction,153,7,2471,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,5,1,304,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,5,2,630,1,added_facts
implicit_no_reasoning_no_correction,5,3,999,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,5,4,1365,1,removed_facts;added_facts
implicit_no_reasoning_no_correction,5,5,1703,1,removed_facts;removed_rules;added_rules
implicit_no_reasoning_no_correction,5,6,2124,1,added_facts
implicit_no_reasoning_no_correction,5,7,2320,1,removed_facts;added_rules;added_facts
implicit_no_reasoning_no_correction,37,1,284,1,removed_facts;added_rules
