filename,quarantined,n_problems,problems
ex_2216.json,False,0,
ex_2226.json,False,0,
ex_223.json,False,0,
ex_2231.json,False,0,
ex_2232.json,False,0,
ex_2239.json,False,0,
ex_2242.json,False,0,
ex_2245.json,False,0,
ex_2247.json,True,1,edit_4=INCONSISTENT
ex_2250.json,False,0,
ex_2252.json,False,0,
ex_2267.json,False,0,
ex_2268.json,False,0,
ex_2269.json,False,0,
ex_2272.json,False,0,
ex_2273.json,False,0,
ex_2274.json,False,0,
ex_2275.json,True,1,edit_6=INCONSISTENT
ex_2277.json,False,0,
ex_2279.json,False,0,
ex_2283.json,False,0,
ex_2290.json,True,1,edit_2=INCONSISTENT
ex_2291.json,False,0,
ex_2292.json,True,4,edit_4=INCONSISTENT;edit_5=INCONSISTENT;edit_6=INCONSISTENT;edit_7=INCONSISTENT
ex_2300.json,False,0,
ex_2310.json,False,0,
ex_2311.json,False,0,
ex_2314.json,False,0,
ex_2315.json,False,7,edit_1=label_mismatch:UNRESOLVED;edit_2=label_mismatch:UNRESOLVED;edit_3=label_mismatch:UNRESOLVED;edit_4=label_mismatch:UNRESOLVED;edit_5=label_mismatch:UNRESOLVED;edit_6=label_mismatch:UNRESOLVED;edit_7=label_mismatch:UNRESOLVED
ex_2316.json,False,0,
ex_2320.json,False,0,
ex_2330.json,False,0,
ex_2332.json,False,0,
ex_2333.json,False,0,
ex_2338.json,False,0,
ex_234.json,False,0,
ex_2341.json,False,0,
ex_2346.json,False,0,
ex_2347.json,True,4,edit_1=INCONSISTENT;edit_2=INCONSISTENT;edit_3=INCONSISTENT;edit_4=INCONSISTENT
ex_2349.json,False,0,
ex_2350.json,False,0,
ex_2375.json,True,2,edit_3=INCONSISTENT;edit_4=INCONSISTENT
ex_2376.json,False,0,
ex_2377.json,False,0,
ex_2382.json,True,1,edit_4=INCONSISTENT
ex_2386.json,False,0,
ex_2387.json,False,0,
ex_2390.json,False,0,
ex_2398.json,False,0,
ex_2405.json,False,0,
ex_2409.json,False,0,
ex_2412.json,False,0,
ex_2416.json,False,0,
ex_2423.json,False,0,
ex_2424.json,False,0,
ex_2425.json,False,0,
ex_2428.json,False,0,
ex_2431.json,False,0,
ex_2432.json,False,0,
ex_2434.json,False,0,
ex_2437.json,True,1,edit_7=INCONSISTENT
ex_244.json,False,0,
ex_2440.json,False,0,
ex_2443.json,True,2,edit_4=INCONSISTENT;edit_7=INCONSISTENT
ex_2446.json,False,0,
ex_2447.json,True,3,edit_5=INCONSISTENT;edit_6=INCONSISTENT;edit_7=INCONSISTENT
ex_245.json,False,0,
ex_2451.json,False,0,
ex_2454.json,False,0,
ex_2457.json,False,0,
ex_2459.json,True,1,edit_7=INCONSISTENT
ex_2460.json,False,0,
ex_2461.json,True,1,edit_5=INCONSISTENT
ex_2462.json,True,1,edit_1=INCONSISTENT
ex_2465.json,False,0,
ex_2466.json,False,0,
ex_2471.json,False,0,
ex_2477.json,False,0,
ex_2480.json,False,0,
ex_2487.json,False,0,
ex_2489.json,False,0,
ex_2493.json,False,0,
ex_2498.json,False,0,
ex_2506.json,False,0,
ex_251.json,False,0,
ex_2510.json,False,0,
ex_2512.json,False,0,
ex_2514.json,False,0,
ex_2515.json,False,0,
ex_252.json,False,0,
ex_2521.json,True,1,edit_4=INCONSISTENT
ex_2524.json,False,0,
ex_2525.json,False,0,
ex_2531.json,False,0,
ex_2534.json,True,1,edit_7=INCONSISTENT
ex_2535.json,False,0,
ex_2538.json,False,0,
ex_2543.json,False,0,
ex_2547.json,False,0,
ex_2549.json,False,0,
ex_2550.json,False,0,
ex_2556.json,False,0,
ex_2559.json,False,0,
ex_256.json,False,0,
ex_2561.json,True,2,edit_1=INCONSISTENT;edit_7=INCONSISTENT
ex_2564.json,False,0,
ex_2565.json,True,1,edit_3=INCONSISTENT
ex_2566.json,False,0,
ex_2567.json,False,0,
ex_2571.json,False,0,
ex_2572.json,False,0,
ex_2575.json,False,0,
ex_2577.json,False,0,
ex_258.json,False,0,
ex_2589.json,False,0,
ex_2592.json,False,0,
ex_2599.json,False,0,
ex_26.json,False,0,
ex_2602.json,False,0,
ex_2603.json,False,0,
ex_2605.json,True,1,edit_5=INCONSISTENT
ex_2610.json,False,0,
ex_2611.json,False,0,
ex_2612.json,False,0,
ex_2616.json,False,0,
ex_2617.json,False,0,
ex_2618.json,False,0,
ex_2621.json,False,0,
ex_2623.json,False,0,
ex_2627.json,False,0,
ex_2628.json,True,1,edit_7=INCONSISTENT
ex_263.json,False,0,
ex_2633.json,False,0,
ex_2634.json,False,0,
ex_2643.json,False,0,
ex_2651.json,False,0,
ex_2665.json,False,0,
ex_2667.json,False,0,
ex_2668.json,True,1,edit_4=INCONSISTENT
ex_2670.json,False,0,
ex_2672.json,False,0,
ex_2673.json,False,0,
ex_2675.json,False,0,
ex_2676.json,False,0,
ex_2677.json,False,0,
ex_2680.json,False,1,edit_1=label_mismatch:False
ex_2681.json,True,2,edit_5=INCONSISTENT;edit_6=INCONSISTENT
ex_2694.json,False,0,
ex_2695.json,False,0,
ex_2696.json,False,7,edit_1=label_mismatch:UNRESOLVED;edit_2=label_mismatch:UNRESOLVED;edit_3=label_mismatch:UNRESOLVED;edit_4=label_mismatch:UNRESOLVED;edit_5=label_mismatch:UNRESOLVED;edit_6=label_mismatch:UNRESOLVED;edit_7=label_mismatch:UNRESOLVED
ex_270.json,False,0,
ex_2703.json,False,0,
ex_2705.json,True,4,edit_1=INCONSISTENT;edit_3=INCONSISTENT;edit_5=INCONSISTENT;edit_7=INCONSISTENT
ex_2708.json,False,4,edit_1=label_mismatch:True;edit_4=label_mismatch:True;edit_5=label_mismatch:True;edit_6=label_mismatch:True
ex_2709.json,False,0,
ex_271.json,True,1,edit_6=INCONSISTENT
ex_2711.json,False,0,
ex_2712.json,False,0,
ex_2720.json,False,0,
ex_2721.json,False,0,
ex_2722.json,False,0,
ex_2723.json,False,1,edit_3=label_mismatch:UNRESOLVED
ex_2729.json,False,0,
ex_2730.json,False,0,
ex_2737.json,False,0,
ex_2742.json,False,0,
ex_2746.json,False,0,
ex_2747.json,True,1,edit_2=INCONSISTENT
ex_2748.json,False,0,
ex_2749.json,False,0,
ex_2756.json,False,0,
ex_2757.json,False,0,
ex_2758.json,False,1,edit_2=label_mismatch:True
ex_2763.json,False,0,
ex_2768.json,False,0,
ex_277.json,False,0,
ex_2773.json,False,0,
ex_2779.json,False,0,
ex_2783.json,False,0,
ex_2786.json,False,0,
ex_2789.json,True,1,edit_1=INCONSISTENT
ex_2791.json,True,2,edit_5=label_mismatch:UNRESOLVED;edit_6=INCONSISTENT
ex_2793.json,False,0,
ex_2795.json,False,0,
ex_2798.json,False,0,
ex_2802.json,False,0,
ex_2803.json,False,0,
ex_2807.json,False,0,
ex_2814.json,False,0,
ex_2816.json,False,0,
ex_2820.json,False,0,
ex_2823.json,False,0,
ex_2826.json,False,0,
ex_2832.json,False,0,
ex_2834.json,False,0,
ex_2837.json,True,2,edit_4=INCONSISTENT;edit_5=INCONSISTENT
ex_287.json,True,2,edit_4=INCONSISTENT;edit_6=INCONSISTENT
ex_288.json,False,0,
ex_289.json,True,2,edit_2=INCONSISTENT;edit_3=INCONSISTENT
ex_290.json,False,0,
ex_293.json,False,0,
ex_294.json,False,0,
ex_299.json,False,0,
ex_30.json,False,0,
ex_303.json,False,0,
ex_312.json,False,0,
ex_318.json,False,0,
ex_323.json,True,1,edit_6=INCONSISTENT
ex_324.json,False,0,
ex_326.json,True,3,edit_5=INCONSISTENT;edit_6=INCONSISTENT;edit_7=INCONSISTENT
ex_329.json,False,0,
ex_338.json,False,0,
ex_342.json,False,0,
ex_345.json,False,0,
ex_348.json,False,0,
ex_3501.json,False,0,
ex_3506.json,False,0,
ex_3508.json,False,0,
ex_3509.json,False,0,
ex_3514.json,False,0,
ex_3515.json,False,0,
ex_3518.json,False,0,
ex_3519.json,False,0,
ex_3520.json,False,0,
ex_3525.json,False,0,
ex_3526.json,False,0,
ex_3528.json,False,0,
ex_3531.json,False,0,
ex_3535.json,False,0,
ex_3536.json,False,0,
ex_3537.json,True,1,edit_7=INCONSISTENT
ex_354.json,False,0,
ex_3540.json,False,0,
ex_3546.json,False,0,
ex_3549.json,False,0,
ex_3550.json,False,0,
ex_3554.json,False,0,
ex_3556.json,False,0,
ex_3561.json,True,2,edit_1=INCONSISTENT;edit_7=INCONSISTENT
ex_3562.json,False,0,
ex_3563.json,False,1,edit_2=label_mismatch:False
ex_3567.json,False,0,
ex_3568.json,False,0,
ex_3570.json,False,0,
ex_3572.json,False,0,
ex_3573.json,False,0,
ex_3579.json,True,1,edit_7=INCONSISTENT
ex_3584.json,False,0,
ex_3586.json,True,2,edit_5=INCONSISTENT;edit_6=INCONSISTENT
ex_3592.json,False,0,
ex_3593.json,True,2,edit_6=INCONSISTENT;edit_7=INCONSISTENT
ex_3600.json,False,0,
ex_3601.json,True,1,edit_1=INCONSISTENT
ex_361.json,False,0,
ex_3610.json,False,0,
ex_3611.json,False,0,
ex_3616.json,False,0,
ex_3621.json,False,0,
ex_3626.json,False,0,
ex_3627.json,True,2,edit_1=INCONSISTENT;edit_4=INCONSISTENT
ex_3630.json,True,1,edit_5=INCONSISTENT
ex_3631.json,False,0,
ex_3632.json,True,5,edit_2=INCONSISTENT;edit_3=INCONSISTENT;edit_4=INCONSISTENT;edit_5=INCONSISTENT;edit_7=INCONSISTENT
ex_3635.json,False,0,
ex_3639.json,False,0,
ex_3641.json,False,0,
ex_3648.json,False,0,
ex_3649.json,False,0,
ex_3651.json,False,0,
ex_366.json,False,0,
ex_3660.json,True,1,edit_1=INCONSISTENT
ex_3661.json,False,0,
ex_3667.json,True,1,edit_4=INCONSISTENT
ex_3670.json,False,0,
ex_3671.json,False,0,
ex_3675.json,False,0,
ex_3684.json,False,0,
ex_3685.json,False,0,
ex_3700.json,False,2,edit_6=label_mismatch:Uncertain;edit_7=label_mismatch:False
ex_3704.json,True,1,edit_7=INCONSISTENT
ex_3705.json,True,2,edit_2=INCONSISTENT;edit_3=INCONSISTENT
ex_3707.json,False,0,
ex_3712.json,False,0,
ex_3715.json,True,2,edit_6=INCONSISTENT;edit_7=INCONSISTENT
ex_3717.json,True,1,edit_6=INCONSISTENT
ex_3718.json,True,1,edit_1=INCONSISTENT
ex_3722.json,False,0,
ex_3724.json,True,4,edit_2=INCONSISTENT;edit_3=INCONSISTENT;edit_4=INCONSISTENT;edit_5=INCONSISTENT
ex_3738.json,True,1,edit_1=INCONSISTENT
ex_3742.json,True,3,edit_5=INCONSISTENT;edit_6=INCONSISTENT;edit_7=INCONSISTENT
ex_3743.json,False,0,
ex_375.json,False,0,
ex_3752.json,False,0,
ex_376.json,False,0,
ex_3762.json,False,0,
ex_3763.json,False,0,
ex_3766.json,False,2,edit_4=label_mismatch:Uncertain;edit_5=label_mismatch:Uncertain
ex_3773.json,False,0,
ex_3779.json,False,0,
ex_378.json,False,0,
ex_3780.json,False,0,
ex_3781.json,False,0,
ex_3782.json,False,0,
ex_3784.json,False,0,
ex_3785.json,False,0,
ex_3787.json,False,0,
ex_3788.json,False,0,
ex_379.json,False,0,
ex_3792.json,False,0,
ex_3800.json,False,0,
ex_3805.json,False,0,
ex_3806.json,False,0,
ex_3808.json,False,0,
ex_3812.json,False,4,edit_2=label_mismatch:True;edit_3=label_mismatch:True;edit_4=label_mismatch:True;edit_5=label_mismatch:UNRESOLVED
ex_3815.json,True,1,edit_5=INCONSISTENT
ex_3816.json,True,1,edit_2=INCONSISTENT
ex_3818.json,False,0,
ex_3824.json,False,0,
ex_3825.json,False,0,
ex_3826.json,False,2,edit_1=label_mismatch:True;edit_2=label_mismatch:True
ex_3827.json,False,0,
ex_383.json,False,0,
ex_3831.json,False,0,
ex_3837.json,False,0,
ex_3842.json,False,0,
ex_385.json,False,0,
ex_3852.json,False,0,
ex_3854.json,False,0,
ex_3858.json,True,3,edit_5=INCONSISTENT;edit_6=INCONSISTENT;edit_7=INCONSISTENT
ex_3860.json,True,1,edit_7=INCONSISTENT
ex_3862.json,True,2,edit_1=INCONSISTENT;edit_7=INCONSISTENT
ex_3863.json,False,0,
ex_3866.json,False,0,
ex_3871.json,False,0,
ex_3880.json,False,0,
ex_3884.json,False,0,
ex_3885.json,False,0,
ex_3888.json,False,0,
ex_3889.json,False,0,
ex_3890.json,True,1,edit_1=INCONSISTENT
ex_3896.json,False,0,
ex_3897.json,False,0,
ex_39.json,True,1,edit_6=INCONSISTENT
ex_3903.json,True,1,edit_3=INCONSISTENT
ex_3914.json,False,0,
ex_3915.json,False,0,
ex_3917.json,False,0,
ex_3919.json,False,0,
ex_3924.json,False,0,
ex_3927.json,False,0,
ex_3928.json,False,0,
ex_3935.json,False,0,
ex_3938.json,False,0,
ex_3940.json,False,0,
ex_3941.json,True,1,edit_6=INCONSISTENT
ex_3942.json,True,3,edit_2=INCONSISTENT;edit_3=INCONSISTENT;edit_7=INCONSISTENT
ex_3944.json,False,0,
ex_3945.json,True,2,edit_4=INCONSISTENT;edit_7=INCONSISTENT
ex_3946.json,False,0,
ex_3949.json,True,4,edit_4=INCONSISTENT;edit_5=INCONSISTENT;edit_6=INCONSISTENT;edit_7=INCONSISTENT
ex_395.json,False,2,edit_1=label_mismatch:UNRESOLVED;edit_4=label_mismatch:UNRESOLVED
ex_3951.json,False,0,
ex_3952.json,False,0,
ex_396.json,True,1,edit_2=INCONSISTENT
ex_3960.json,False,0,
ex_3963.json,False,0,
ex_3964.json,False,0,
ex_3966.json,True,2,edit_3=INCONSISTENT;edit_7=INCONSISTENT
ex_3967.json,False,0,
ex_3978.json,False,0,
ex_3979.json,False,0,
ex_3983.json,False,0,
ex_3987.json,False,0,
ex_3989.json,False,0,
ex_399.json,False,0,
ex_3991.json,False,0,
ex_3994.json,False,0,
ex_3995.json,False,0,
ex_3997.json,False,0,
ex_402.json,False,0,
ex_405.json,False,0,
ex_409.json,False,0,
ex_41.json,False,0,
ex_411.json,False,0,
ex_424.json,False,0,
ex_426.json,False,0,
ex_428.json,False,0,
ex_432.json,False,0,
ex_436.json,False,0,
ex_441.json,True,1,edit_1=INCONSISTENT
ex_443.json,True,1,edit_1=INCONSISTENT
ex_455.json,True,3,edit_4=INCONSISTENT;edit_5=INCONSISTENT;edit_7=INCONSISTENT
ex_457.json,False,0,
ex_46.json,False,0,
ex_469.json,False,0,
ex_474.json,False,0,
ex_476.json,False,0,
ex_477.json,False,0,
ex_479.json,False,0,
ex_505.json,False,0,
ex_506.json,False,0,
ex_508.json,False,0,
ex_51.json,False,0,
ex_510.json,False,0,
ex_512.json,False,0,
ex_519.json,False,0,
ex_524.json,False,0,
ex_525.json,False,0,
ex_526.json,False,0,
ex_528.json,False,0,
ex_53.json,False,0,
ex_530.json,False,0,
ex_536.json,False,0,
ex_537.json,False,0,
ex_548.json,False,0,
ex_550.json,False,0,
ex_551.json,True,1,edit_4=INCONSISTENT
ex_552.json,False,0,
ex_553.json,False,0,
ex_554.json,True,1,edit_5=INCONSISTENT
ex_556.json,False,0,
ex_559.json,False,0,
ex_560.json,False,0,
ex_561.json,False,0,
ex_563.json,False,0,
ex_571.json,False,0,
ex_576.json,True,3,edit_2=INCONSISTENT;edit_3=INCONSISTENT;edit_4=INCONSISTENT
ex_578.json,False,0,
ex_58.json,False,0,
ex_59.json,False,0,
ex_594.json,False,0,
ex_596.json,False,0,
ex_604.json,False,0,
ex_606.json,True,2,edit_6=INCONSISTENT;edit_7=INCONSISTENT
ex_609.json,False,0,
ex_615.json,False,0,
ex_617.json,False,0,
ex_618.json,False,0,
ex_619.json,False,0,
ex_622.json,False,0,
ex_625.json,False,0,
ex_626.json,False,0,
ex_629.json,False,1,initial=label_mismatch:Uncertain
ex_630.json,False,1,edit_6=label_mismatch:Uncertain
ex_637.json,False,0,
ex_639.json,False,0,
ex_642.json,False,0,
ex_644.json,False,0,
ex_65.json,False,0,
ex_651.json,False,0,
ex_652.json,False,0,
ex_653.json,False,0,
ex_655.json,False,1,edit_3=label_mismatch:True
ex_662.json,False,0,
ex_664.json,False,0,
ex_666.json,False,0,
ex_668.json,False,0,
ex_67.json,False,0,
ex_671.json,False,0,
ex_675.json,False,0,
ex_676.json,False,0,
ex_679.json,False,0,
ex_681.json,True,1,edit_4=INCONSISTENT
ex_683.json,False,0,
ex_685.json,False,0,
ex_691.json,False,0,
ex_697.json,False,0,
ex_699.json,False,0,
ex_702.json,False,0,
ex_712.json,False,0,
ex_715.json,True,3,edit_4=INCONSISTENT;edit_5=INCONSISTENT;edit_6=INCONSISTENT
ex_721.json,False,0,
ex_739.json,False,0,
ex_740.json,True,1,edit_2=INCONSISTENT
ex_742.json,False,0,
