filename,total_entries,google/gemini-2.5-flash-preview,anthropic/claude-3-haiku,openai/gpt-4o-mini,majority
ex_855.json,0,1,1,1,True
ex_506.json,0,1,1,1,True
ex_1939.json,0,1,1,1,True
ex_2179.json,0,1,1,1,True
ex_793.json,0,1,1,1,True
ex_1190.json,0,1,1,1,True
ex_639.json,0,1,1,1,True
prev_ex_372.json,0,1,1,1,True
ex_2753.json,0,1,1,1,True
ex_2246.json,0,1,1,1,True
ex_286.json,0,1,1,1,True
ex_2303.json,0,1,1,1,True
ex_1606.json,0,1,1,1,True
ex_3791.json,0,1,1,1,True
ex_1743.json,0,1,1,1,True
ex_843.json,0,1,1,1,True
ex_455.json,0,1,1,1,True
ex_510.json,0,1,1,1,True
prev_ex_325.json,0,1,1,1,True
ex_49.json,0,1,1,1,True
ex_394.json,0,1,1,1,True
ex_2641.json,0,1,1,1,True
ex_1981.json,0,1,1,1,True
ex_3953.json,0,1,1,1,True
ex_2704.json,0,1,1,1,True
ex_681.json,0,1,1,1,True
ex_3816.json,0,1,1,1,True
ex_1128.json,0,1,1,1,True
ex_1578.json,0,1,1,1,True
ex_402.json,0,1,1,1,True
ex_2587.json,0,1,1,1,True
prev_ex_260.json,0,1,1,1,True
ex_1201.json,0,1,1,1,True
ex_3729.json,0,1,1,1,True
ex_117.json,0,1,1,1,True
ex_1714.json,0,1,1,1,True
ex_2092.json,0,1,1,1,True
ex_2568.json,0,1,1,1,True
ex_547.json,0,1,1,1,True
ex_2138.json,0,1,1,1,True
ex_530.json,0,1,1,1,True
ex_863.json,0,1,1,1,True
ex_1626.json,0,1,1,1,True
ex_1299.json,0,1,1,1,True
ex_926.json,0,1,1,1,True
ex_1333.json,0,1,1,1,True
prev_ex_217.json,0,1,1,1,True
ex_3532.json,0,1,1,1,True
ex_3861.json,0,1,1,1,True
ex_2773.json,0,1,1,1,True
ex_2323.json,0,1,1,1,True
ex_1919.json,0,1,1,1,True
ex_2266.json,0,1,1,1,True
ex_3924.json,0,1,1,1,True
ex_619.json,0,1,1,1,True
prev_ex_352.json,0,1,1,1,True
ex_1734.json,0,1,1,1,True
ex_137.json,0,1,1,1,True
ex_2548.json,0,1,1,1,True
ex_2118.json,0,1,1,1,True
ex_567.json,0,1,1,1,True
ex_588.json,0,1,1,1,True
ex_3565.json,0,1,1,1,True
prev_ex_493.json,0,1,1,1,True
ex_86.json,0,1,1,1,True
ex_69.json,0,1,1,1,True
ex_2231.json,0,1,1,1,True
ex_571.json,0,1,1,1,True
ex_2661.json,0,1,1,1,True
ex_822.json,0,1,1,1,True
ex_1722.json,0,1,1,1,True
ex_988.json,0,1,1,1,True
ex_1688.json,0,1,1,1,True
ex_1667.json,0,1,1,1,True
ex_1237.json,0,1,1,1,True
prev_ex_256.json,0,1,1,1,True
ex_3573.json,0,1,1,1,True
ex_208.json,0,1,1,1,True
ex_2362.json,0,1,1,1,True
ex_1958.json,0,1,1,1,True
ex_2677.json,0,1,1,1,True
ex_2227.json,0,1,1,1,True
ex_1325.json,0,1,1,1,True
ex_1775.json,0,1,1,1,True
ex_176.json,0,1,1,1,True
ex_526.json,0,1,1,1,True
ex_2159.json,0,1,1,1,True
ex_463.json,0,1,1,1,True
ex_1260.json,0,1,1,1,True
ex_1630.json,0,1,1,1,True
prev_ex_85.json,0,1,1,1,True
prev_ex_201.json,0,1,1,1,True
ex_28.json,0,1,1,1,True
ex_3932.json,0,1,1,1,True
ex_2437.json,0,1,1,1,True
prev_ex_153.json,0,1,1,1,True
prev_ex_344.json,0,1,1,1,True
ex_2620.json,0,1,1,1,True
ex_3699.json,0,1,1,1,True
ex_3676.json,0,1,1,1,True
prev_ex_446.json,0,1,1,1,True
ex_2088.json,0,1,1,1,True
ex_2821.json,0,1,1,1,True
ex_2122.json,0,1,1,1,True
prev_ex_295.json,0,1,1,1,True
ex_2572.json,0,1,1,1,True
ex_1427.json,0,1,1,1,True
ex_53.json,0,1,1,1,True
prev_ex_11.json,0,1,1,1,True
ex_1831.json,0,1,1,1,True
ex_1974.json,0,1,1,1,True
ex_3949.json,0,1,1,1,True
ex_361.json,0,1,1,1,True
ex_1562.json,0,1,1,1,True
ex_1098.json,0,1,1,1,True
ex_2175.json,0,1,1,1,True
ex_2460.json,0,1,1,1,True
ex_3621.json,0,1,1,1,True
ex_2.json,0,1,1,1,True
ex_2525.json,0,1,1,1,True
ex_789.json,0,1,1,1,True
ex_1889.json,0,1,1,1,True
prev_ex_368.json,0,1,1,1,True
prev_ex_387.json,0,1,1,1,True
ex_2163.json,0,1,1,1,True
ex_1535.json,0,1,1,1,True
ex_2476.json,0,1,1,1,True
ex_12.json,0,1,1,1,True
ex_3508.json,0,1,1,1,True
ex_2749.json,0,1,1,1,True
prev_ex_50.json,0,1,1,1,True
ex_3908.json,0,1,1,1,True
ex_1523.json,0,1,1,1,True
ex_770.json,0,1,1,1,True
ex_3660.json,0,1,1,1,True
ex_1870.json,0,1,1,1,True
ex_1489.json,0,1,1,1,True
ex_1173.json,0,1,1,1,True
ex_2421.json,0,1,1,1,True
ex_2134.json,0,1,1,1,True
ex_2564.json,0,1,1,1,True
ex_2837.json,0,1,1,1,True
ex_818.json,0,1,1,1,True
ex_232.json,0,1,1,1,True
prev_ex_450.json,0,1,1,1,True
ex_662.json,0,1,1,1,True
ex_398.json,0,1,1,1,True
prev_ex_329.json,0,1,1,1,True
ex_3549.json,0,1,1,1,True
ex_1124.json,0,1,1,1,True
ex_45.json,0,1,1,1,True
ex_2708.json,0,1,1,1,True
ex_1574.json,0,1,1,1,True
ex_727.json,0,1,1,1,True
ex_2358.json,0,1,1,1,True
ex_956.json,0,1,1,1,True
ex_405.json,0,1,1,1,True
ex_2095.json,0,1,1,1,True
ex_813.json,0,1,1,1,True
ex_1343.json,0,1,1,1,True
ex_3684.json,0,1,1,1,True
ex_1713.json,0,1,1,1,True
ex_2216.json,0,1,1,1,True
ex_393.json,0,1,1,1,True
prev_ex_267.json,0,1,1,1,True
ex_1986.json,0,1,1,1,True
ex_2353.json,0,1,1,1,True
ex_686.json,0,1,1,1,True
ex_1969.json,0,1,1,1,True
ex_2703.json,0,1,1,1,True
ex_452.json,0,1,1,1,True
ex_2187.json,0,1,1,1,True
ex_1744.json,0,1,1,1,True
ex_2538.json,0,1,1,1,True
ex_1314.json,0,1,1,1,True
ex_3779.json,0,1,1,1,True
ex_517.json,0,1,1,1,True
prev_ex_375.json,0,1,1,1,True
ex_147.json,0,1,1,1,True
ex_1894.json,0,1,1,1,True
ex_794.json,0,1,1,1,True
ex_3846.json,0,1,1,1,True
ex_3903.json,0,1,1,1,True
ex_2611.json,0,1,1,1,True
ex_1482.json,0,1,1,1,True
ex_3515.json,0,1,1,1,True
ex_3780.json,0,1,1,1,True
ex_1617.json,0,1,1,1,True
ex_917.json,0,1,1,1,True
ex_1247.json,0,1,1,1,True
ex_501.json,0,1,1,1,True
ex_2191.json,0,1,1,1,True
ex_151.json,0,1,1,1,True
ex_852.json,0,1,1,1,True
ex_1302.json,0,1,1,1,True
ex_3915.json,0,1,1,1,True
ex_1882.json,0,1,1,1,True
ex_628.json,0,1,1,1,True
ex_9.json,0,1,1,1,True
ex_1181.json,0,1,1,1,True
ex_2607.json,0,1,1,1,True
ex_782.json,0,1,1,1,True
prev_ex_363.json,0,1,1,1,True
ex_1494.json,0,1,1,1,True
ex_297.json,0,1,1,1,True
ex_2312.json,0,1,1,1,True
ex_3850.json,0,1,1,1,True
ex_413.json,0,1,1,1,True
ex_2742.json,0,1,1,1,True
ex_1640.json,0,1,1,1,True
ex_940.json,0,1,1,1,True
prev_ex_158.json,0,1,1,1,True
ex_1705.json,0,1,1,1,True
ex_3738.json,0,1,1,1,True
ex_106.json,0,1,1,1,True
ex_3692.json,0,1,1,1,True
ex_556.json,0,1,1,1,True
ex_1355.json,0,1,1,1,True
ex_58.json,0,1,1,1,True
ex_3942.json,0,1,1,1,True
ex_2650.json,0,1,1,1,True
ex_385.json,0,1,1,1,True
ex_3554.json,0,1,1,1,True
ex_1990.json,0,1,1,1,True
ex_1569.json,0,1,1,1,True
ex_1284.json,0,1,1,1,True
ex_3743.json,0,1,1,1,True
prev_ex_436.json,0,1,1,1,True
ex_2017.json,0,1,1,1,True
ex_468.json,0,1,1,1,True
ex_2447.json,0,1,1,1,True
ex_192.json,0,1,1,1,True
prev_ex_123.json,0,1,1,1,True
ex_1007.json,0,1,1,1,True
ex_311.json,0,1,1,1,True
ex_1791.json,0,1,1,1,True
ex_1512.json,0,1,1,1,True
ex_2294.json,0,1,1,1,True
ex_1142.json,0,1,1,1,True
ex_1457.json,0,1,1,1,True
ex_23.json,0,1,1,1,True
ex_3893.json,0,1,1,1,True
ex_604.json,0,1,1,1,True
ex_3939.json,0,1,1,1,True
ex_1683.json,0,1,1,1,True
ex_1379.json,0,1,1,1,True
ex_2806.json,0,1,1,1,True
ex_983.json,0,1,1,1,True
prev_ex_174.json,0,1,1,1,True
ex_3651.json,0,1,1,1,True
ex_2040.json,0,1,1,1,True
ex_346.json,0,1,1,1,True
ex_3981.json,0,1,1,1,True
ex_653.json,0,1,1,1,True
ex_1953.json,0,1,1,1,True
ex_2386.json,0,1,1,1,True
ex_1400.json,0,1,1,1,True
prev_ex_36.json,0,1,1,1,True
ex_995.json,0,1,1,1,True
ex_1695.json,0,1,1,1,True
ex_3702.json,0,1,1,1,True
ex_2543.json,0,1,1,1,True
ex_429.json,0,1,1,1,True
ex_2406.json,0,1,1,1,True
ex_583.json,0,1,1,1,True
ex_3647.json,0,1,1,1,True
prev_ex_498.json,0,1,1,1,True
ex_1800.json,0,1,1,1,True
ex_350.json,0,1,1,1,True
ex_3997.json,0,1,1,1,True
ex_2685.json,0,1,1,1,True
ex_1103.json,0,1,1,1,True
ex_1553.json,0,1,1,1,True
ex_3581.json,0,1,1,1,True
ex_1416.json,0,1,1,1,True
prev_ex_20.json,0,1,1,1,True
ex_2390.json,0,1,1,1,True
ex_1046.json,0,1,1,1,True
ex_3978.json,0,1,1,1,True
prev_ex_420.json,0,1,1,1,True
ex_2514.json,0,1,1,1,True
ex_1292.json,0,1,1,1,True
prev_ex_135.json,0,1,1,1,True
ex_1787.json,0,1,1,1,True
ex_887.json,0,1,1,1,True
ex_3610.json,0,1,1,1,True
ex_2451.json,0,1,1,1,True
ex_1154.json,0,1,1,1,True
ex_3539.json,0,1,1,1,True
ex_2328.json,0,1,1,1,True
ex_757.json,0,1,1,1,True
ex_307.json,0,1,1,1,True
ex_3885.json,0,1,1,1,True
ex_1857.json,0,1,1,1,True
ex_242.json,0,1,1,1,True
ex_1011.json,0,1,1,1,True
prev_ex_77.json,0,1,1,1,True
ex_1066.json,0,1,1,1,True
prev_ex_284.json,0,1,1,1,True
ex_1965.json,0,1,1,1,True
ex_3958.json,0,1,1,1,True
ex_1436.json,0,1,1,1,True
ex_665.json,0,1,1,1,True
ex_720.json,0,1,1,1,True
ex_1820.json,0,1,1,1,True
ex_1123.json,0,1,1,1,True
ex_2076.json,0,1,1,1,True
ex_3667.json,0,1,1,1,True
ex_409.json,0,1,1,1,True
prev_ex_142.json,0,1,1,1,True
prev_ex_457.json,0,1,1,1,True
ex_3722.json,0,1,1,1,True
ex_3688.json,0,1,1,1,True
ex_2099.json,0,1,1,1,True
ex_2563.json,0,1,1,1,True
ex_1898.json,0,1,1,1,True
ex_262.json,0,1,1,1,True
ex_632.json,0,1,1,1,True
ex_1461.json,0,1,1,1,True
ex_15.json,0,1,1,1,True
ex_1031.json,0,1,1,1,True
prev_ex_57.json,0,1,1,1,True
prev_ex_396.json,0,1,1,1,True
ex_1524.json,0,1,1,1,True
ex_3519.json,0,1,1,1,True
ex_2758.json,0,1,1,1,True
ex_2308.json,0,1,1,1,True
ex_327.json,0,1,1,1,True
ex_3630.json,0,1,1,1,True
ex_2471.json,0,1,1,1,True
ex_2021.json,0,1,1,1,True
ex_2534.json,0,1,1,1,True
ex_848.json,0,1,1,1,True
ex_2164.json,0,1,1,1,True
prev_ex_41.json,0,1,1,1,True
ex_3775.json,0,1,1,1,True
ex_1027.json,0,1,1,1,True
ex_1477.json,0,1,1,1,True
ex_1924.json,0,1,1,1,True
ex_274.json,0,1,1,1,True
ex_3919.json,0,1,1,1,True
ex_1162.json,0,1,1,1,True
ex_761.json,0,1,1,1,True
ex_1532.json,0,1,1,1,True
ex_448.json,0,1,1,1,True
ex_2467.json,0,1,1,1,True
ex_3626.json,0,1,1,1,True
ex_3763.json,0,1,1,1,True
prev_ex_103.json,0,1,1,1,True
ex_1973.json,0,1,1,1,True
ex_223.json,0,1,1,1,True
ex_54.json,0,1,1,1,True
ex_1420.json,0,1,1,1,True
ex_3671.json,0,1,1,1,True
ex_2349.json,0,1,1,1,True
ex_366.json,0,1,1,1,True
ex_2575.json,0,1,1,1,True
ex_2060.json,0,1,1,1,True
ex_2125.json,0,1,1,1,True
ex_1359.json,0,1,1,1,True
ex_1709.json,0,1,1,1,True
ex_2826.json,0,1,1,1,True
prev_ex_82.json,0,1,1,1,True
prev_ex_206.json,0,1,1,1,True
prev_ex_441.json,0,1,1,1,True
ex_2332.json,0,1,1,1,True
ex_2277.json,0,1,1,1,True
ex_3870.json,0,1,1,1,True
ex_608.json,0,1,1,1,True
ex_258.json,0,1,1,1,True
ex_3935.json,0,1,1,1,True
ex_2627.json,0,1,1,1,True
ex_1322.json,0,1,1,1,True
prev_ex_343.json,0,1,1,1,True
ex_1772.json,0,1,1,1,True
ex_1288.json,0,1,1,1,True
ex_464.json,0,1,1,1,True
ex_3827.json,0,1,1,1,True
ex_1549.json,0,1,1,1,True
ex_3574.json,0,1,1,1,True
ex_1119.json,0,1,1,1,True
ex_2670.json,0,1,1,1,True
prev_ex_314.json,0,1,1,1,True
ex_2220.json,0,1,1,1,True
ex_3718.json,0,1,1,1,True
ex_1375.json,0,1,1,1,True
ex_576.json,0,1,1,1,True
ex_1725.json,0,1,1,1,True
ex_2559.json,0,1,1,1,True
ex_433.json,0,1,1,1,True
ex_599.json,0,1,1,1,True
ex_1660.json,0,1,1,1,True
ex_2373.json,0,1,1,1,True
ex_1230.json,0,1,1,1,True
ex_3562.json,0,1,1,1,True
ex_2723.json,0,1,1,1,True
ex_2689.json,0,1,1,1,True
prev_ex_247.json,0,1,1,1,True
ex_3831.json,0,1,1,1,True
ex_649.json,0,1,1,1,True
ex_2666.json,0,1,1,1,True
ex_1363.json,0,1,1,1,True
prev_ex_302.json,0,1,1,1,True
ex_1699.json,0,1,1,1,True
ex_1733.json,0,1,1,1,True
ex_560.json,0,1,1,1,True
ex_999.json,0,1,1,1,True
