example_id,original_answer,num_context_statements,num_reasoning_steps,conclusion,num_unique_predicates,edit_id,edit_number,modification_type,edit_answer,removed_facts,removed_rules,added_facts,added_rules,qwen3-235b-a22b-2507_verified,gemini-2.5-flash_verified,gpt-5-mini_verified
11,True,17,9,"Jocelyn is meticulous, thinks critically and can manage stress.",18,4,5,FLIP,False,1,0,0,2,True,True,True
11,True,17,9,"Jocelyn is meticulous, thinks critically and can manage stress.",18,5,6,INVARIANT,False,0,0,0,2,True,True,True
11,True,17,9,"Jocelyn is meticulous, thinks critically and can manage stress.",18,6,7,INVARIANT,False,0,1,2,1,True,True,True
12,True,14,9,Asher is an inventor and either designs sustainable products or reduces environmental impact (or both).,16,0,1,FLIP,False,0,1,0,1,True,True,True
12,True,14,9,Asher is an inventor and either designs sustainable products or reduces environmental impact (or both).,16,1,2,FLIP,True,1,0,0,1,True,True,True
12,True,14,9,Asher is an inventor and either designs sustainable products or reduces environmental impact (or both).,16,2,3,FLIP,False,0,1,1,0,True,True,True
12,True,14,9,Asher is an inventor and either designs sustainable products or reduces environmental impact (or both).,16,3,4,FLIP,True,1,0,1,1,True,True,True
12,True,14,9,Asher is an inventor and either designs sustainable products or reduces environmental impact (or both).,16,4,5,FLIP,False,1,0,1,0,True,True,True
12,True,14,9,Asher is an inventor and either designs sustainable products or reduces environmental impact (or both).,16,5,6,INVARIANT,False,1,1,1,0,True,True,True
12,True,14,9,Asher is an inventor and either designs sustainable products or reduces environmental impact (or both).,16,6,7,FLIP,True,0,1,0,0,True,True,True
13,True,11,6,Stanley is not careless.,12,0,1,FLIP,False,0,1,1,0,True,True,True
13,True,11,6,Stanley is not careless.,12,1,2,INVARIANT,False,0,1,1,2,True,True,True
13,True,11,6,Stanley is not careless.,12,2,3,INVARIANT,False,0,1,3,1,False,True,True
13,True,11,6,Stanley is not careless.,12,3,4,FLIP,True,1,0,0,1,True,True,True
13,True,11,6,Stanley is not careless.,12,4,5,INVARIANT,True,0,0,1,1,True,True,True
13,True,11,6,Stanley is not careless.,12,5,6,INVARIANT,True,0,0,0,2,True,True,True
13,True,11,6,Stanley is not careless.,12,6,7,FLIP,False,1,2,0,1,True,True,True
14,True,13,8,Warren does not inspire others.,13,0,1,FLIP,False,0,1,0,1,True,True,True
14,True,13,8,Warren does not inspire others.,13,1,2,FLIP,True,0,1,0,1,True,True,True
14,True,13,8,Warren does not inspire others.,13,2,3,INVARIANT,True,0,1,3,1,True,True,True
14,True,13,8,Warren does not inspire others.,13,3,4,FLIP,False,0,1,0,1,True,True,True
14,True,13,8,Warren does not inspire others.,13,4,5,FLIP,True,0,1,0,1,True,True,True
14,True,13,8,Warren does not inspire others.,13,5,6,INVARIANT,True,0,0,3,7,True,True,True
14,True,13,8,Warren does not inspire others.,13,6,7,INVARIANT,True,0,0,0,1,False,True,True
15,True,10,6,Aleena produces stunning work.,10,0,1,INVARIANT,True,0,0,4,2,True,True,True
15,True,10,6,Aleena produces stunning work.,10,1,2,INVARIANT,True,0,0,2,1,True,True,True
15,True,10,6,Aleena produces stunning work.,10,2,3,INVARIANT,True,0,0,1,0,True,True,True
15,True,10,6,Aleena produces stunning work.,10,3,4,INVARIANT,True,0,1,0,2,True,True,True
15,True,10,6,Aleena produces stunning work.,10,4,5,INVARIANT,True,0,0,0,1,True,True,True
15,True,10,6,Aleena produces stunning work.,10,5,6,INVARIANT,True,0,0,4,0,False,True,True
15,True,10,6,Aleena produces stunning work.,10,6,7,INVARIANT,True,0,0,2,0,True,True,True
16,False,17,9,"If Kasen is street savvy or resourceful, then he can survive in harsh environments.",17,0,1,FLIP,True,1,1,1,1,True,True,True
16,False,17,9,"If Kasen is street savvy or resourceful, then he can survive in harsh environments.",17,1,2,INVARIANT,True,0,0,1,0,True,True,True
16,False,17,9,"If Kasen is street savvy or resourceful, then he can survive in harsh environments.",17,2,3,INVARIANT,True,0,0,2,2,True,True,True
16,False,17,9,"If Kasen is street savvy or resourceful, then he can survive in harsh environments.",17,3,4,FLIP,False,0,1,1,1,True,True,True
16,False,17,9,"If Kasen is street savvy or resourceful, then he can survive in harsh environments.",17,4,5,FLIP,True,1,0,0,1,True,True,True
16,False,17,9,"If Kasen is street savvy or resourceful, then he can survive in harsh environments.",17,5,6,FLIP,False,0,1,0,1,False,True,True
16,False,17,9,"If Kasen is street savvy or resourceful, then he can survive in harsh environments.",17,6,7,INVARIANT,False,0,0,3,0,True,True,True
17,False,13,8,Alexandra does not preserve historical details.,13,0,1,INVARIANT,False,0,1,2,2,False,True,True
17,False,13,8,Alexandra does not preserve historical details.,13,1,2,INVARIANT,False,0,1,1,2,True,True,True
17,False,13,8,Alexandra does not preserve historical details.,13,2,3,FLIP,True,0,1,0,1,False,True,True
17,False,13,8,Alexandra does not preserve historical details.,13,3,4,FLIP,False,2,1,3,1,True,True,True
17,False,13,8,Alexandra does not preserve historical details.,13,4,5,INVARIANT,False,0,0,2,0,True,True,True
17,False,13,8,Alexandra does not preserve historical details.,13,5,6,FLIP,True,2,1,1,0,True,True,True
17,False,13,8,Alexandra does not preserve historical details.,13,6,7,INVARIANT,True,0,0,1,0,True,True,True
18,True,10,6,Tiger gets regular grooming.,10,0,1,INVARIANT,True,0,1,0,1,True,True,True
18,True,10,6,Tiger gets regular grooming.,10,1,2,FLIP,False,1,0,1,1,True,True,True
18,True,10,6,Tiger gets regular grooming.,10,2,3,INVARIANT,False,0,2,3,3,True,True,True
18,True,10,6,Tiger gets regular grooming.,10,3,4,INVARIANT,False,0,0,1,2,True,True,True
18,True,10,6,Tiger gets regular grooming.,10,4,5,FLIP,True,1,0,1,0,True,True,True
18,True,10,6,Tiger gets regular grooming.,10,5,6,INVARIANT,True,0,0,1,1,True,True,True
18,True,10,6,Tiger gets regular grooming.,10,6,7,FLIP,False,1,0,1,0,True,True,True
19,True,12,8,Jacqueline appreciates nature and finds inspiration in landscapes.,14,0,1,FLIP,False,0,1,1,1,True,True,True
19,True,12,8,Jacqueline appreciates nature and finds inspiration in landscapes.,14,1,2,FLIP,True,0,2,0,2,True,True,True
19,True,12,8,Jacqueline appreciates nature and finds inspiration in landscapes.,14,2,3,FLIP,False,1,0,0,1,True,True,True
19,True,12,8,Jacqueline appreciates nature and finds inspiration in landscapes.,14,3,4,FLIP,True,0,1,1,0,True,True,True
19,True,12,8,Jacqueline appreciates nature and finds inspiration in landscapes.,14,4,5,FLIP,False,0,1,1,2,True,True,True
19,True,12,8,Jacqueline appreciates nature and finds inspiration in landscapes.,14,5,6,INVARIANT,False,0,1,0,0,True,True,True
19,True,12,8,Jacqueline appreciates nature and finds inspiration in landscapes.,14,6,7,INVARIANT,False,0,0,1,2,True,True,True
20,False,14,7,"If Nathaniel takes a break from his daily routine or spends time in nature (or both), then he reconnects with himself.",15,0,1,INVARIANT,False,0,0,0,3,True,True,True
20,False,14,7,"If Nathaniel takes a break from his daily routine or spends time in nature (or both), then he reconnects with himself.",15,1,2,INVARIANT,False,0,0,0,1,True,True,True
20,False,14,7,"If Nathaniel takes a break from his daily routine or spends time in nature (or both), then he reconnects with himself.",15,2,3,FLIP,True,1,1,1,3,False,True,True
20,False,14,7,"If Nathaniel takes a break from his daily routine or spends time in nature (or both), then he reconnects with himself.",15,3,4,FLIP,False,0,1,0,1,False,True,True
20,False,14,7,"If Nathaniel takes a break from his daily routine or spends time in nature (or both), then he reconnects with himself.",15,4,5,FLIP,True,1,0,0,1,True,True,True
20,False,14,7,"If Nathaniel takes a break from his daily routine or spends time in nature (or both), then he reconnects with himself.",15,5,6,FLIP,False,0,1,0,1,True,True,True
20,False,14,7,"If Nathaniel takes a break from his daily routine or spends time in nature (or both), then he reconnects with himself.",15,6,7,INVARIANT,False,0,0,3,1,True,True,True
21,True,10,6,Jaxxon does not have a brilliant mind.,10,0,1,INVARIANT,True,0,1,2,3,True,True,True
21,True,10,6,Jaxxon does not have a brilliant mind.,10,1,2,FLIP,False,2,0,1,1,True,True,True
21,True,10,6,Jaxxon does not have a brilliant mind.,10,2,3,FLIP,True,0,1,0,1,True,True,True
21,True,10,6,Jaxxon does not have a brilliant mind.,10,3,4,INVARIANT,True,0,0,1,0,True,True,True
21,True,10,6,Jaxxon does not have a brilliant mind.,10,4,5,INVARIANT,True,0,1,0,2,True,True,True
21,True,10,6,Jaxxon does not have a brilliant mind.,10,5,6,INVARIANT,True,0,0,0,3,True,True,True
21,True,10,6,Jaxxon does not have a brilliant mind.,10,6,7,FLIP,False,0,2,1,2,True,True,True
22,True,11,6,Harlow is an artistic personality.,11,0,1,FLIP,False,0,1,1,1,True,True,True
22,True,11,6,Harlow is an artistic personality.,11,1,2,INVARIANT,False,0,0,3,0,True,True,True
22,True,11,6,Harlow is an artistic personality.,11,2,3,INVARIANT,False,0,1,1,1,True,True,True
22,True,11,6,Harlow is an artistic personality.,11,3,4,INVARIANT,False,0,0,1,0,True,True,True
22,True,11,6,Harlow is an artistic personality.,11,4,5,FLIP,True,3,0,1,0,True,True,True
22,True,11,6,Harlow is an artistic personality.,11,5,6,INVARIANT,True,0,1,1,2,True,True,True
22,True,11,6,Harlow is an artistic personality.,11,6,7,FLIP,False,2,0,1,0,True,True,True
23,True,15,8,Irene is not a passionate music lover.,15,0,1,FLIP,False,0,2,0,1,True,True,True
23,True,15,8,Irene is not a passionate music lover.,15,1,2,FLIP,True,0,1,0,1,False,True,True
23,True,15,8,Irene is not a passionate music lover.,15,2,3,INVARIANT,True,0,0,2,3,True,True,True
23,True,15,8,Irene is not a passionate music lover.,15,3,4,INVARIANT,True,0,0,0,3,True,True,True
23,True,15,8,Irene is not a passionate music lover.,15,4,5,FLIP,False,1,1,0,1,True,True,True
23,True,15,8,Irene is not a passionate music lover.,15,5,6,INVARIANT,False,0,0,0,3,True,True,True
23,True,15,8,Irene is not a passionate music lover.,15,6,7,FLIP,True,0,1,0,1,True,True,True
24,True,15,9,Fisher has a brilliant mind.,15,0,1,FLIP,False,0,1,1,0,False,True,True
24,True,15,9,Fisher has a brilliant mind.,15,1,2,INVARIANT,False,0,0,0,2,False,True,True
24,True,15,9,Fisher has a brilliant mind.,15,2,3,FLIP,True,0,1,0,1,True,True,True
24,True,15,9,Fisher has a brilliant mind.,15,3,4,INVARIANT,True,0,0,9,2,True,True,True
24,True,15,9,Fisher has a brilliant mind.,15,4,5,INVARIANT,True,1,0,2,0,True,True,True
24,True,15,9,Fisher has a brilliant mind.,15,5,6,FLIP,False,0,1,0,1,True,True,True
24,True,15,9,Fisher has a brilliant mind.,15,6,7,FLIP,True,0,1,0,1,True,True,True
25,True,14,9,Drew does not achieve success.,14,0,1,FLIP,False,1,0,2,0,True,True,True
25,True,14,9,Drew does not achieve success.,14,1,2,FLIP,True,1,0,1,0,True,True,True
25,True,14,9,Drew does not achieve success.,14,2,3,FLIP,False,1,0,1,0,True,True,True
25,True,14,9,Drew does not achieve success.,14,3,4,FLIP,True,1,0,0,2,True,True,True
25,True,14,9,Drew does not achieve success.,14,4,5,FLIP,False,1,0,1,1,False,True,True
25,True,14,9,Drew does not achieve success.,14,5,6,FLIP,True,0,1,0,0,True,True,True
25,True,14,9,Drew does not achieve success.,14,6,7,INVARIANT,True,0,1,2,1,True,True,True
26,False,13,8,Cookie does not face resistance.,14,0,1,INVARIANT,False,0,0,2,2,True,True,True
26,False,13,8,Cookie does not face resistance.,14,1,2,FLIP,True,0,1,0,3,True,True,True
26,False,13,8,Cookie does not face resistance.,14,2,3,FLIP,False,0,1,0,1,False,True,True
26,False,13,8,Cookie does not face resistance.,14,3,4,FLIP,True,0,1,1,0,False,True,True
26,False,13,8,Cookie does not face resistance.,14,4,5,FLIP,False,0,1,0,1,False,True,True
26,False,13,8,Cookie does not face resistance.,14,5,6,INVARIANT,False,0,2,0,3,False,True,True
26,False,13,8,Cookie does not face resistance.,14,6,7,INVARIANT,False,0,0,0,2,True,True,True
27,True,11,6,Angela becomes a cultural ambassador.,12,0,1,FLIP,False,1,1,2,1,True,True,True
27,True,11,6,Angela becomes a cultural ambassador.,12,1,2,FLIP,True,0,1,0,1,False,True,True
27,True,11,6,Angela becomes a cultural ambassador.,12,2,3,FLIP,False,0,1,1,0,True,True,True
27,True,11,6,Angela becomes a cultural ambassador.,12,3,4,FLIP,True,0,1,0,1,True,True,True
27,True,11,6,Angela becomes a cultural ambassador.,12,4,5,FLIP,False,0,1,0,1,True,True,True
27,True,11,6,Angela becomes a cultural ambassador.,12,5,6,FLIP,True,1,1,0,0,True,True,True
27,True,11,6,Angela becomes a cultural ambassador.,12,6,7,FLIP,False,0,1,0,1,True,True,True
28,False,11,7,Frances thinks complexly.,11,0,1,FLIP,True,1,0,1,1,True,True,True
28,False,11,7,Frances thinks complexly.,11,1,2,INVARIANT,True,0,0,3,0,True,True,True
28,False,11,7,Frances thinks complexly.,11,2,3,INVARIANT,True,0,1,3,1,True,True,True
28,False,11,7,Frances thinks complexly.,11,3,4,FLIP,False,1,1,0,1,False,True,True
28,False,11,7,Frances thinks complexly.,11,4,5,INVARIANT,False,0,0,0,2,True,True,True
28,False,11,7,Frances thinks complexly.,11,5,6,FLIP,True,0,3,0,1,True,True,True
28,False,11,7,Frances thinks complexly.,11,6,7,FLIP,False,1,1,0,1,True,True,True
29,False,14,9,"If Anais is an experienced climber or physically fit, then she can reach new heights.",15,0,1,FLIP,True,0,1,0,1,True,True,True
29,False,14,9,"If Anais is an experienced climber or physically fit, then she can reach new heights.",15,1,2,FLIP,False,1,0,2,0,True,True,True
29,False,14,9,"If Anais is an experienced climber or physically fit, then she can reach new heights.",15,2,3,FLIP,True,1,0,0,1,True,True,True
29,False,14,9,"If Anais is an experienced climber or physically fit, then she can reach new heights.",15,3,4,FLIP,False,0,1,1,1,False,True,True
29,False,14,9,"If Anais is an experienced climber or physically fit, then she can reach new heights.",15,4,5,FLIP,True,1,0,1,0,True,True,True
29,False,14,9,"If Anais is an experienced climber or physically fit, then she can reach new heights.",15,5,6,FLIP,False,1,0,0,1,False,True,True
29,False,14,9,"If Anais is an experienced climber or physically fit, then she can reach new heights.",15,6,7,INVARIANT,False,0,1,3,1,True,True,True
30,True,11,6,Navy does not have a bullnose design.,11,0,1,FLIP,False,0,1,1,1,False,True,True
30,True,11,6,Navy does not have a bullnose design.,11,1,2,FLIP,True,0,1,0,1,True,True,True
30,True,11,6,Navy does not have a bullnose design.,11,2,3,INVARIANT,True,0,0,2,0,True,True,True
30,True,11,6,Navy does not have a bullnose design.,11,3,4,FLIP,False,0,1,0,2,True,True,True
30,True,11,6,Navy does not have a bullnose design.,11,4,5,INVARIANT,False,0,1,2,0,True,True,True
30,True,11,6,Navy does not have a bullnose design.,11,5,6,FLIP,True,0,1,1,0,True,True,True
30,True,11,6,Navy does not have a bullnose design.,11,6,7,FLIP,False,1,0,0,1,True,True,True
31,True,12,7,August is not a master of horror.,13,0,1,FLIP,False,0,2,1,3,True,True,True
31,True,12,7,August is not a master of horror.,13,1,2,FLIP,True,0,1,0,1,False,True,True
31,True,12,7,August is not a master of horror.,13,2,3,INVARIANT,True,0,0,4,0,True,True,True
31,True,12,7,August is not a master of horror.,13,3,4,INVARIANT,True,0,0,1,0,True,True,True
31,True,12,7,August is not a master of horror.,13,4,5,INVARIANT,True,0,1,2,0,True,True,True
31,True,12,7,August is not a master of horror.,13,5,6,INVARIANT,True,0,0,0,1,True,True,True
31,True,12,7,August is not a master of horror.,13,6,7,INVARIANT,True,0,0,1,1,True,True,True
32,False,11,6,Gian is fearless.,12,0,1,INVARIANT,False,0,1,3,1,True,True,True
32,False,11,6,Gian is fearless.,12,1,2,FLIP,True,1,1,1,2,True,True,True
32,False,11,6,Gian is fearless.,12,2,3,FLIP,False,1,1,1,1,True,True,True
32,False,11,6,Gian is fearless.,12,3,4,FLIP,True,0,1,0,1,True,True,True
32,False,11,6,Gian is fearless.,12,4,5,INVARIANT,True,0,2,0,2,True,True,True
32,False,11,6,Gian is fearless.,12,5,6,FLIP,False,0,1,0,1,True,True,True
32,False,11,6,Gian is fearless.,12,6,7,INVARIANT,False,0,0,1,6,True,True,True
33,True,16,9,Abdiel spreads happiness.,16,0,1,INVARIANT,True,0,0,3,0,True,True,True
33,True,16,9,Abdiel spreads happiness.,16,1,2,INVARIANT,True,0,1,0,3,True,True,True
33,True,16,9,Abdiel spreads happiness.,16,2,3,FLIP,False,1,1,1,1,True,True,True
33,True,16,9,Abdiel spreads happiness.,16,3,4,FLIP,True,0,1,0,2,True,True,True
33,True,16,9,Abdiel spreads happiness.,16,4,5,INVARIANT,True,0,0,1,1,True,True,True
33,True,16,9,Abdiel spreads happiness.,16,5,6,INVARIANT,True,0,0,0,1,True,True,True
33,True,16,9,Abdiel spreads happiness.,16,6,7,INVARIANT,True,0,0,1,0,True,True,True
34,False,15,8,Josiah is not innovative.,15,0,1,INVARIANT,False,0,0,4,4,True,True,True
34,False,15,8,Josiah is not innovative.,15,1,2,INVARIANT,False,0,0,3,0,True,True,True
34,False,15,8,Josiah is not innovative.,15,2,3,FLIP,True,1,1,0,1,True,True,True
34,False,15,8,Josiah is not innovative.,15,3,4,INVARIANT,True,0,1,4,1,True,True,True
34,False,15,8,Josiah is not innovative.,15,4,5,INVARIANT,True,0,0,1,3,True,True,True
34,False,15,8,Josiah is not innovative.,15,5,6,FLIP,False,0,1,0,1,True,True,True
34,False,15,8,Josiah is not innovative.,15,6,7,INVARIANT,False,0,0,1,1,True,True,True
35,True,15,8,Kora recovers from mange.,15,0,1,FLIP,False,0,1,0,1,True,True,True
35,True,15,8,Kora recovers from mange.,15,1,2,FLIP,True,0,1,0,1,True,True,True
35,True,15,8,Kora recovers from mange.,15,2,3,FLIP,False,1,0,2,1,True,True,True
35,True,15,8,Kora recovers from mange.,15,3,4,INVARIANT,False,0,0,0,2,True,True,True
35,True,15,8,Kora recovers from mange.,15,4,5,FLIP,True,0,2,0,1,True,True,True
35,True,15,8,Kora recovers from mange.,15,5,6,INVARIANT,True,0,1,3,1,True,True,True
35,True,15,8,Kora recovers from mange.,15,6,7,FLIP,False,0,1,0,1,True,True,True
36,True,11,7,Logan does not act carelessly.,12,0,1,INVARIANT,True,0,0,7,0,True,True,True
36,True,11,7,Logan does not act carelessly.,12,1,2,INVARIANT,True,0,0,0,1,True,True,True
36,True,11,7,Logan does not act carelessly.,12,2,3,FLIP,False,0,2,0,1,True,True,True
36,True,11,7,Logan does not act carelessly.,12,3,4,INVARIANT,False,0,0,1,4,True,True,True
36,True,11,7,Logan does not act carelessly.,12,4,5,INVARIANT,False,0,0,2,2,True,True,True
36,True,11,7,Logan does not act carelessly.,12,5,6,INVARIANT,False,0,0,3,1,True,True,True
36,True,11,7,Logan does not act carelessly.,12,6,7,FLIP,True,1,2,0,1,True,True,True
37,False,14,9,Anakin follows a nonfat diet.,16,0,1,FLIP,True,1,0,1,1,True,True,True
