filename,total_entries,qwen/qwen3-235b-a22b-2507,google/gemini-2.5-flash,openai/gpt-5-mini,majority
ex_2772.json,7,0,0,0,False
ex_531.json,7,0,0,0,False
ex_618.json,7,0,1,1,True
prev_ex_353.json,7,1,1,1,True
ex_927.json,7,0,1,1,True
ex_474.json,7,1,1,1,True
ex_950.json,7,1,1,1,True
ex_2093.json,7,0,1,0,False
ex_1345.json,7,1,1,1,True
ex_116.json,7,0,0,0,False
ex_862.json,7,0,1,1,True
ex_48.json,7,0,1,0,False
ex_815.json,7,1,0,1,True
ex_395.json,7,0,1,1,True
ex_1607.json,7,0,0,0,False
ex_3952.json,7,0,1,1,True
ex_2705.json,7,1,1,1,True
ex_1579.json,7,0,1,1,True
ex_1129.json,7,0,0,0,False
ex_907.json,7,1,1,1,True
ex_2494.json,7,0,1,0,False
ex_454.json,7,0,0,0,False
ex_141.json,7,0,0,1,False
ex_1938.json,7,0,0,0,False
ex_2617.json,7,0,1,1,True
ex_792.json,7,0,0,0,False
ex_2181.json,7,0,0,1,False
ex_1191.json,7,1,1,1,True
ex_2247.json,7,0,1,1,True
prev_ex_236.json,7,0,1,1,True
ex_287.json,7,1,0,1,True
ex_1312.json,7,0,0,0,False
ex_3840.json,7,0,1,0,False
ex_2197.json,7,1,1,1,True
ex_1611.json,7,1,1,1,True
ex_1754.json,7,1,1,1,True
ex_2752.json,7,0,1,0,False
ex_442.json,7,0,0,0,False
prev_ex_365.json,7,1,1,0,True
ex_2178.json,7,0,1,1,True
ex_2314.json,7,0,1,1,True
ex_157.json,7,0,1,0,False
ex_1187.json,7,0,1,1,True
ex_291.json,7,0,0,1,False
ex_1492.json,7,0,1,1,True
ex_2744.json,7,0,1,0,False
ex_2601.json,7,0,0,0,False
ex_1168.json,7,0,0,0,False
ex_415.json,7,0,1,0,False
ex_1646.json,7,0,1,1,True
ex_946.json,7,1,0,1,True
ex_550.json,7,0,1,1,True
ex_2085.json,7,0,1,0,False
ex_100.json,7,0,0,0,False
ex_1979.json,7,0,1,0,False
ex_3944.json,7,1,1,1,True
ex_1353.json,7,0,1,1,True
ex_679.json,7,0,1,1,True
ex_383.json,7,0,1,1,True
ex_1996.json,7,0,0,0,False
ex_1095.json,7,1,1,1,True
ex_3552.json,7,0,0,0,False
ex_2343.json,7,0,0,0,False
ex_1580.json,7,0,0,0,False
ex_2154.json,7,0,0,0,False
ex_481.json,7,0,0,0,False
ex_1282.json,7,0,0,0,False
ex_3600.json,7,0,1,1,True
ex_1778.json,7,1,1,1,True
ex_1328.json,7,0,0,0,False
ex_1797.json,7,1,0,1,True
prev_ex_125.json,7,0,1,0,False
prev_ex_88.json,7,1,1,0,True
ex_3745.json,7,0,0,0,False
ex_2292.json,7,0,1,1,True
ex_317.json,7,0,0,0,False
ex_1847.json,7,1,1,1,True
ex_1514.json,7,0,0,0,False
ex_2338.json,7,1,1,1,True
ex_252.json,7,0,1,1,True
ex_3895.json,7,0,0,0,False
ex_3712.json,7,1,1,0,True
ex_2768.json,7,1,1,1,True
ex_985.json,7,0,0,1,False
ex_25.json,7,0,1,0,False
prev_ex_67.json,7,0,0,0,False
prev_ex_349.json,7,0,1,0,False
prev_ex_467.json,7,0,1,1,True
prev_ex_5.json,7,0,0,0,False
ex_2416.json,7,0,1,1,True
ex_439.json,7,0,0,0,False
prev_ex_172.json,7,0,0,0,False
ex_3987.json,7,1,1,1,True
ex_655.json,7,1,1,1,True
ex_1390.json,7,0,1,1,True
ex_2695.json,7,0,1,1,True
ex_1543.json,7,0,1,1,True
ex_1113.json,7,0,1,0,False
ex_205.json,7,0,1,1,True
ex_1056.json,7,0,1,1,True
ex_3968.json,7,0,1,0,False
ex_2816.json,7,0,1,1,True
ex_1739.json,7,0,1,1,True
ex_3641.json,7,1,1,1,True
ex_3568.json,7,0,1,1,True
ex_1386.json,7,0,1,0,False
ex_3704.json,7,0,1,1,True
ex_1806.json,7,0,0,0,False
ex_3991.json,7,1,1,1,True
ex_2683.json,7,0,0,0,False
ex_2729.json,7,0,1,1,True
ex_1040.json,7,0,0,0,False
ex_1410.json,7,0,1,1,True
prev_ex_308.json,7,0,1,1,True
ex_2512.json,7,1,0,1,True
ex_64.json,7,0,0,0,False
ex_2457.json,7,0,1,1,True
ex_2841.json,7,0,0,0,False
ex_478.json,7,0,0,1,False
ex_3616.json,7,0,1,1,True
prev_ex_133.json,7,0,1,1,True
ex_182.json,7,0,1,1,True
ex_2007.json,7,1,1,1,True
ex_751.json,7,0,0,1,False
ex_1851.json,7,1,1,1,True
ex_244.json,7,1,1,1,True
ex_1152.json,7,0,0,0,False
ex_3929.json,7,0,1,0,False
ex_750.json,7,0,0,0,False
ex_1502.json,7,0,1,1,True
ex_1447.json,7,0,1,1,True
ex_2791.json,7,1,1,1,True
ex_1153.json,7,0,1,1,True
ex_1503.json,7,0,0,1,False
ex_1016.json,7,0,1,1,True
ex_615.json,7,0,1,1,True
ex_245.json,7,1,0,1,True
ex_3928.json,7,1,1,0,True
prev_ex_70.json,7,0,0,1,False
ex_3752.json,7,0,1,1,True
ex_2790.json,7,0,0,0,False
prev_ex_427.json,7,0,1,1,True
ex_2006.json,7,1,1,1,True
ex_2513.json,7,0,0,0,False
ex_2143.json,7,0,1,1,True
ex_1807.json,7,0,0,0,False
ex_2456.json,7,0,1,0,False
ex_1554.json,7,0,0,0,False
ex_479.json,7,0,1,1,True
ex_183.json,7,1,1,1,True
ex_212.json,7,1,1,1,True
ex_2378.json,7,0,1,0,False
ex_2682.json,7,0,0,0,False
ex_642.json,7,0,1,1,True
prev_ex_309.json,7,0,1,0,False
prev_ex_27.json,7,0,0,0,False
ex_3586.json,7,0,1,1,True
ex_65.json,7,0,1,1,True
ex_2397.json,7,0,0,0,False
ex_992.json,7,0,0,1,False
ex_2114.json,7,0,0,0,False
ex_1387.json,7,0,1,1,True
ex_1411.json,7,0,0,1,False
ex_2544.json,7,0,0,0,False
ex_3705.json,7,1,1,1,True
prev_ex_165.json,7,0,0,0,False
ex_2401.json,7,0,0,1,False
ex_2694.json,7,0,1,1,True
ex_1811.json,7,0,1,1,True
ex_1542.json,7,1,1,1,True
ex_1407.json,7,0,1,1,True
ex_3590.json,7,0,0,0,False
prev_ex_31.json,7,1,1,1,True
ex_1112.json,7,0,1,1,True
ex_341.json,7,0,0,0,False
ex_73.json,7,0,1,0,False
ex_1057.json,7,0,0,0,False
prev_ex_466.json,7,1,1,1,True
ex_1684.json,7,0,0,0,False
ex_3528.json,7,1,1,1,True
prev_ex_489.json,7,0,0,0,False
ex_984.json,7,0,0,1,False
ex_2417.json,7,0,0,0,False
ex_1903.json,7,0,0,0,False
ex_2047.json,7,0,1,1,True
ex_746.json,7,0,0,0,False
ex_2769.json,7,0,0,0,False
ex_2505.json,7,0,0,1,False
ex_603.json,7,0,1,0,False
prev_ex_66.json,7,0,1,0,False
prev_ex_431.json,7,1,0,1,True
ex_3601.json,7,0,1,1,True
ex_1779.json,7,0,1,0,False
ex_2440.json,7,0,1,1,True
prev_ex_124.json,7,1,1,1,True
ex_1796.json,7,1,1,1,True
ex_3945.json,7,0,1,1,True
ex_1094.json,7,0,0,0,False
ex_1978.json,7,1,1,1,True
ex_2786.json,7,0,1,1,True
ex_3800.json,7,0,1,1,True
ex_697.json,7,0,1,1,True
ex_2712.json,7,1,1,1,True
ex_1997.json,7,0,0,1,False
ex_1217.json,7,1,1,1,True
prev_ex_299.json,7,0,0,1,False
ex_551.json,7,1,1,1,True
ex_2591.json,7,0,0,1,False
ex_101.json,7,1,1,1,True
ex_1186.json,7,0,0,0,False
ex_2084.json,7,1,1,1,True
ex_290.json,7,0,1,1,True
ex_2315.json,7,0,1,1,True
ex_2250.json,7,0,1,1,True
ex_802.json,7,0,1,1,True
ex_3857.json,7,0,0,0,False
ex_1539.json,7,0,1,1,True
ex_1169.json,7,1,1,1,True
ex_443.json,7,0,1,1,True
ex_910.json,7,0,0,0,False
ex_3787.json,7,1,1,1,True
ex_2196.json,7,0,1,1,True
ex_1240.json,7,0,1,1,True
ex_1305.json,7,0,1,1,True
ex_855.json,7,0,0,0,False
ex_3768.json,7,0,1,0,False
ex_506.json,7,0,1,1,True
ex_2616.json,7,0,1,1,True
ex_2529.json,7,0,0,0,False
ex_1755.json,7,0,1,0,False
ex_2179.json,7,0,1,1,True
ex_1939.json,7,0,0,0,False
ex_639.json,7,1,1,1,True
ex_1190.json,7,0,0,0,False
ex_2246.json,7,0,0,0,False
ex_2753.json,7,1,0,0,False
prev_ex_372.json,7,0,1,1,True
ex_1606.json,7,1,1,1,True
ex_510.json,7,1,1,1,True
ex_455.json,7,0,1,1,True
ex_3791.json,7,0,0,1,False
ex_1743.json,7,1,0,1,True
ex_286.json,7,0,0,0,False
ex_2303.json,7,0,0,0,False
ex_843.json,7,0,0,0,False
prev_ex_325.json,7,0,1,1,True
ex_394.json,7,0,0,1,False
ex_1981.json,7,1,1,1,True
ex_2641.json,7,0,0,0,False
ex_3953.json,7,0,0,0,False
prev_ex_260.json,7,1,1,1,True
ex_3816.json,7,0,1,1,True
ex_402.json,7,1,1,1,True
ex_2587.json,7,0,0,0,False
ex_681.json,7,1,1,1,True
ex_1714.json,7,0,0,0,False
ex_117.json,7,0,1,1,True
ex_3729.json,7,0,0,0,False
ex_1201.json,7,0,0,0,False
ex_2092.json,7,0,0,0,False
ex_2138.json,7,0,0,0,False
ex_547.json,7,0,0,0,False
ex_530.json,7,1,1,1,True
ex_1333.json,7,0,1,1,True
ex_863.json,7,1,1,1,True
ex_1626.json,7,0,0,0,False
ex_1299.json,7,0,0,0,False
prev_ex_217.json,7,0,1,0,False
ex_2773.json,7,1,1,0,True
ex_3861.json,7,0,0,1,False
ex_3924.json,7,0,1,1,True
ex_3532.json,7,0,1,0,False
ex_1919.json,7,0,1,1,True
ex_2323.json,7,0,0,1,False
prev_ex_352.json,7,0,1,1,True
ex_3565.json,7,0,0,0,False
ex_619.json,7,0,1,1,True
ex_2548.json,7,0,0,0,False
ex_86.json,7,0,0,0,False
prev_ex_493.json,7,0,1,0,False
ex_2266.json,7,0,1,0,False
ex_2661.json,7,0,1,0,False
ex_571.json,7,0,1,1,True
ex_567.json,7,0,0,0,False
ex_69.json,7,0,1,0,False
ex_1688.json,7,0,0,0,False
ex_988.json,7,0,0,0,False
ex_1667.json,7,0,0,0,False
ex_3573.json,7,0,1,1,True
ex_1237.json,7,0,1,0,False
ex_2362.json,7,0,0,0,False
ex_2227.json,7,0,1,0,False
ex_2231.json,7,0,1,1,True
ex_2677.json,7,0,1,1,True
prev_ex_256.json,7,0,0,0,False
ex_1325.json,7,0,1,0,False
ex_1958.json,7,1,1,1,True
ex_208.json,7,0,1,1,True
ex_526.json,7,1,1,1,True
ex_176.json,7,0,1,1,True
ex_2159.json,7,0,0,0,False
ex_463.json,7,0,0,0,False
ex_1630.json,7,0,0,0,False
ex_1775.json,7,0,1,1,True
ex_1260.json,7,0,0,0,False
prev_ex_85.json,7,1,1,0,True
ex_3699.json,7,0,0,1,False
prev_ex_153.json,7,0,0,0,False
ex_2821.json,7,0,0,0,False
ex_3932.json,7,0,0,0,False
prev_ex_201.json,7,0,0,1,False
prev_ex_446.json,7,0,0,0,False
ex_2437.json,7,0,1,1,True
ex_2572.json,7,1,1,1,True
prev_ex_11.json,7,0,0,0,False
ex_2088.json,7,0,0,0,False
ex_1427.json,7,0,1,1,True
ex_3949.json,7,0,1,1,True
ex_1974.json,7,0,1,0,False
ex_1831.json,7,0,0,0,False
ex_2122.json,7,0,1,1,True
ex_53.json,7,1,1,1,True
ex_361.json,7,1,1,1,True
ex_3621.json,7,0,1,1,True
ex_2460.json,7,0,1,1,True
ex_2525.json,7,1,1,1,True
ex_1098.json,7,0,0,0,False
ex_789.json,7,1,1,1,True
ex_2.json,7,0,0,0,False
prev_ex_368.json,7,0,1,1,True
prev_ex_387.json,7,0,1,1,True
ex_2749.json,7,1,1,1,True
ex_1535.json,7,0,1,1,True
ex_2163.json,7,0,0,1,False
ex_1889.json,7,0,0,0,False
ex_12.json,7,1,1,0,True
prev_ex_50.json,7,0,1,1,True
ex_2476.json,7,0,0,0,False
ex_3508.json,7,0,1,1,True
ex_3908.json,7,0,0,0,False
ex_1523.json,7,1,1,1,True
ex_3660.json,7,1,1,1,True
ex_1870.json,7,0,1,0,False
ex_2134.json,7,0,1,1,True
ex_2564.json,7,0,1,1,True
ex_1489.json,7,0,0,0,False
ex_2837.json,7,0,1,1,True
ex_2421.json,7,0,0,0,False
prev_ex_450.json,7,0,1,1,True
ex_770.json,7,0,1,0,False
ex_818.json,7,1,1,0,True
ex_662.json,7,1,1,1,True
ex_232.json,7,0,0,1,False
ex_398.json,7,0,0,1,False
prev_ex_329.json,7,0,1,1,True
ex_1574.json,7,0,1,1,True
ex_3549.json,7,1,1,1,True
ex_956.json,7,0,1,1,True
ex_727.json,7,0,0,0,False
ex_45.json,7,0,0,0,False
ex_813.json,7,0,1,1,True
ex_2095.json,7,0,1,1,True
ex_1343.json,7,0,1,1,True
ex_405.json,7,0,1,1,True
ex_1713.json,7,1,1,1,True
ex_3684.json,7,0,1,1,True
ex_2708.json,7,0,1,1,True
ex_2216.json,7,0,1,1,True
ex_2353.json,7,0,1,0,False
ex_1969.json,7,0,0,0,False
ex_393.json,7,0,0,0,False
ex_2703.json,7,1,1,1,True
ex_1986.json,7,0,1,1,True
ex_452.json,7,0,1,0,False
ex_3779.json,7,0,1,1,True
ex_2187.json,7,0,0,0,False
ex_2538.json,7,0,1,1,True
ex_1744.json,7,0,1,1,True
ex_147.json,7,1,1,1,True
ex_1314.json,7,1,0,0,False
prev_ex_375.json,7,0,0,1,False
ex_794.json,7,0,0,0,False
ex_1894.json,7,0,1,1,True
ex_3903.json,7,0,1,1,True
ex_3846.json,7,0,1,0,False
ex_3515.json,7,0,1,1,True
ex_1482.json,7,0,1,0,False
ex_2611.json,7,0,1,1,True
ex_1247.json,7,0,1,1,True
ex_2191.json,7,1,1,1,True
ex_1617.json,7,1,0,0,False
ex_151.json,7,1,0,1,True
ex_917.json,7,0,0,0,False
ex_3780.json,7,0,1,1,True
ex_1302.json,7,0,1,1,True
ex_628.json,7,0,0,0,False
ex_3915.json,7,0,1,1,True
ex_1882.json,7,0,1,1,True
ex_852.json,7,1,1,1,True
ex_2607.json,7,0,0,0,False
ex_782.json,7,1,1,1,True
ex_1181.json,7,0,1,0,False
prev_ex_363.json,7,0,1,1,True
ex_2742.json,7,0,1,1,True
ex_940.json,7,0,1,1,True
ex_1494.json,7,0,0,0,False
ex_3850.json,7,0,1,0,False
ex_1640.json,7,0,0,0,False
ex_1705.json,7,0,1,1,True
ex_3692.json,7,0,0,0,False
ex_3738.json,7,0,1,1,True
ex_556.json,7,0,1,1,True
ex_297.json,7,0,0,0,False
ex_1355.json,7,0,1,0,False
prev_ex_158.json,7,0,0,0,False
ex_106.json,7,1,1,1,True
ex_58.json,7,0,1,1,True
ex_3942.json,7,0,1,1,True
ex_1990.json,7,0,1,1,True
ex_2650.json,7,0,0,0,False
ex_385.json,7,0,1,1,True
prev_ex_436.json,7,0,1,1,True
ex_3554.json,7,0,1,1,True
ex_3743.json,7,0,1,1,True
ex_2017.json,7,0,0,0,False
ex_1791.json,7,0,0,0,False
prev_ex_123.json,7,1,1,0,True
ex_1457.json,7,1,1,1,True
ex_192.json,7,1,1,1,True
ex_2294.json,7,0,0,0,False
ex_1142.json,7,0,0,0,False
ex_2447.json,7,0,1,1,True
ex_1512.json,7,0,1,1,True
ex_604.json,7,1,1,1,True
ex_1379.json,7,0,0,0,False
ex_983.json,7,0,1,0,False
ex_3893.json,7,0,0,1,False
prev_ex_174.json,7,1,1,0,True
ex_3981.json,7,0,0,1,False
ex_3651.json,7,0,1,1,True
ex_2386.json,7,0,1,1,True
ex_346.json,7,0,0,0,False
ex_1953.json,7,1,1,1,True
ex_653.json,7,0,1,1,True
ex_2806.json,7,0,0,0,False
ex_1695.json,7,0,1,1,True
ex_2406.json,7,0,0,0,False
ex_429.json,7,0,1,0,False
ex_583.json,7,0,1,0,False
ex_995.json,7,1,1,1,True
ex_2543.json,7,0,1,1,True
ex_3702.json,7,0,0,0,False
ex_1400.json,7,0,1,1,True
prev_ex_498.json,7,1,0,1,True
ex_3997.json,7,1,1,1,True
ex_3647.json,7,0,0,0,False
ex_1103.json,7,1,1,1,True
ex_1800.json,7,1,1,1,True
ex_350.json,7,1,0,0,False
ex_2685.json,7,0,0,0,False
ex_1553.json,7,0,0,0,False
ex_1416.json,7,0,0,0,False
ex_3581.json,7,0,0,0,False
ex_2390.json,7,1,1,0,True
ex_2514.json,7,0,1,1,True
ex_3978.json,7,0,1,1,True
prev_ex_20.json,7,1,1,1,True
ex_1292.json,7,0,0,0,False
prev_ex_420.json,7,1,1,1,True
ex_2451.json,7,1,1,1,True
ex_3610.json,7,0,1,1,True
prev_ex_135.json,7,0,0,0,False
ex_1787.json,7,0,0,1,False
ex_757.json,7,1,0,1,True
ex_2328.json,7,0,0,0,False
ex_1154.json,7,0,0,0,False
ex_3885.json,7,0,1,1,True
ex_1857.json,7,1,0,0,False
ex_1011.json,7,0,1,1,True
prev_ex_77.json,7,1,0,1,True
prev_ex_284.json,7,1,1,1,True
ex_307.json,7,0,0,0,False
ex_1066.json,7,0,0,0,False
ex_1820.json,7,1,1,1,True
ex_3958.json,7,0,0,1,False
ex_665.json,7,0,0,0,False
ex_1436.json,7,0,0,0,False
ex_242.json,7,0,0,1,False
ex_1123.json,7,0,1,1,True
ex_2076.json,7,1,1,1,True
ex_409.json,7,1,1,1,True
ex_720.json,7,0,0,0,False
prev_ex_457.json,7,0,1,1,True
ex_3722.json,7,0,1,1,True
ex_3667.json,7,1,1,1,True
ex_3688.json,7,1,0,0,False
ex_1898.json,7,0,1,1,True
ex_2563.json,7,0,0,0,False
ex_262.json,7,0,0,0,False
ex_1461.json,7,0,1,0,False
prev_ex_57.json,7,1,1,1,True
ex_1965.json,7,0,1,0,False
ex_1031.json,7,0,0,0,False
ex_3519.json,7,0,1,1,True
prev_ex_396.json,7,1,1,1,True
ex_2308.json,7,0,0,0,False
ex_1524.json,7,0,0,0,False
ex_2471.json,7,1,1,1,True
ex_327.json,7,0,0,0,False
ex_2021.json,7,1,1,1,True
ex_3630.json,7,0,1,1,True
ex_2758.json,7,0,1,1,True
ex_2534.json,7,1,1,1,True
ex_1924.json,7,1,0,1,True
prev_ex_41.json,7,0,1,1,True
ex_3919.json,7,1,1,1,True
ex_761.json,7,0,0,0,False
ex_1532.json,7,0,1,0,False
ex_1477.json,7,0,1,1,True
prev_ex_103.json,7,1,1,1,True
ex_848.json,7,0,1,1,True
ex_2467.json,7,0,0,0,False
ex_3626.json,7,1,1,1,True
ex_1973.json,7,0,1,1,True
ex_223.json,7,0,1,1,True
ex_3763.json,7,0,1,1,True
ex_1420.json,7,0,1,1,True
ex_366.json,7,0,1,1,True
ex_54.json,7,0,0,0,False
ex_2349.json,7,1,1,1,True
ex_3671.json,7,0,1,1,True
ex_2060.json,7,0,1,1,True
ex_2575.json,7,0,1,1,True
ex_2125.json,7,0,0,0,False
ex_1709.json,7,1,1,1,True
ex_2826.json,7,1,1,1,True
ex_1359.json,7,0,1,1,True
prev_ex_441.json,7,0,0,0,False
prev_ex_206.json,7,1,1,0,True
prev_ex_82.json,7,0,1,1,True
ex_2627.json,7,1,1,1,True
ex_2332.json,7,1,1,1,True
ex_3935.json,7,0,1,1,True
ex_258.json,7,1,1,1,True
ex_2277.json,7,1,1,1,True
ex_1288.json,7,1,1,1,True
prev_ex_343.json,7,0,0,0,False
ex_3827.json,7,1,1,1,True
ex_3870.json,7,0,0,0,False
ex_1119.json,7,0,1,0,False
prev_ex_314.json,7,0,1,1,True
ex_1772.json,7,0,0,0,False
ex_2670.json,7,1,1,0,True
ex_1375.json,7,1,1,1,True
ex_1725.json,7,1,1,1,True
ex_464.json,7,0,1,0,False
ex_3718.json,7,0,1,1,True
ex_2559.json,7,1,1,1,True
ex_3562.json,7,0,1,1,True
ex_1660.json,7,0,0,0,False
ex_433.json,7,0,0,0,False
ex_1549.json,7,0,0,0,False
ex_2723.json,7,1,0,1,True
ex_1230.json,7,0,0,0,False
prev_ex_247.json,7,0,1,0,False
ex_576.json,7,0,1,1,True
ex_3831.json,7,1,1,1,True
ex_2666.json,7,0,0,0,False
ex_649.json,7,0,0,0,False
prev_ex_302.json,7,0,1,1,True
ex_1363.json,7,1,1,1,True
ex_560.json,7,0,1,1,True
ex_1699.json,7,0,0,1,False
ex_999.json,7,0,0,0,False
ex_1226.json,7,0,1,0,False
ex_3866.json,7,1,0,1,True
prev_ex_494.json,7,0,1,1,True
ex_1158.json,7,0,1,1,True
prev_ex_181.json,7,0,1,1,True
ex_2324.json,7,0,0,0,False
ex_3889.json,7,0,1,1,True
ex_39.json,7,1,1,0,True
ex_1508.json,7,0,0,0,False
ex_2148.json,7,0,1,1,True
ex_1764.json,7,1,1,1,True
ex_3535.json,7,0,1,1,True
ex_1334.json,7,0,0,0,False
ex_537.json,7,0,1,1,True
ex_2518.json,7,0,0,0,False
ex_1621.json,7,1,1,0,True
ex_921.json,7,0,0,0,False
ex_1271.json,7,0,0,0,False
ex_3758.json,7,0,1,0,False
ex_536.json,7,1,1,1,True
ex_1335.json,7,0,1,0,False
ex_166.json,7,1,1,1,True
prev_ex_139.json,7,0,0,0,False
ex_189.json,7,0,1,0,False
ex_2149.json,7,0,1,1,True
ex_2519.json,7,0,0,0,False
ex_1620.json,7,0,0,0,False
ex_3867.json,7,0,0,0,False
ex_2775.json,7,0,0,0,False
ex_1159.json,7,0,0,1,False
ex_167.json,7,0,1,1,True
ex_1509.json,7,0,1,1,True
prev_ex_211.json,7,0,1,1,True
ex_561.json,7,1,0,1,True
prev_ex_354.json,7,1,1,1,True
ex_1732.json,7,0,1,1,True
ex_3888.json,7,0,1,1,True
prev_ex_180.json,7,0,1,1,True
ex_977.json,7,1,1,1,True
ex_131.json,7,0,1,0,False
ex_3563.json,7,0,1,1,True
ex_424.json,7,1,1,1,True
ex_2722.json,7,0,1,1,True
ex_2667.json,7,0,1,1,True
ex_2372.json,7,0,0,0,False
prev_ex_196.json,7,0,0,1,False
ex_3975.json,7,0,0,0,False
ex_1724.json,7,1,1,1,True
ex_3719.json,7,0,1,0,False
ex_961.json,7,0,0,1,False
ex_1661.json,7,0,0,0,False
ex_577.json,7,0,0,0,False
prev_ex_315.json,7,0,1,1,True
ex_432.json,7,0,1,1,True
ex_79.json,7,0,1,1,True
ex_3963.json,7,0,1,1,True
ex_3826.json,7,0,1,1,True
ex_1636.json,7,0,1,1,True
ex_1266.json,7,0,0,0,False
ex_936.json,7,0,0,0,False
prev_ex_207.json,7,0,1,0,False
ex_3522.json,7,0,0,0,False
ex_1289.json,7,0,0,0,False
ex_2333.json,7,0,1,1,True
ex_609.json,7,0,1,1,True
ex_2763.json,7,0,1,1,True
ex_3670.json,7,1,1,1,True
ex_1909.json,7,0,1,0,False
ex_2431.json,7,1,1,1,True
ex_2124.json,7,0,1,1,True
ex_3871.json,7,0,1,1,True
ex_3735.json,7,0,0,1,False
prev_ex_440.json,7,0,0,0,False
ex_388.json,7,0,0,0,False
ex_1708.json,7,0,0,0,False
ex_2827.json,7,0,0,1,False
ex_1071.json,7,0,1,1,True
prev_ex_293.json,7,0,1,0,False
prev_ex_339.json,7,0,0,0,False
ex_1972.json,7,0,0,0,False
ex_1134.json,7,0,0,0,False
ex_1564.json,7,0,1,1,True
ex_1837.json,7,1,1,1,True
ex_2348.json,7,0,0,0,False
ex_367.json,7,0,1,0,False
ex_2466.json,7,0,1,1,True
ex_3627.json,7,0,1,1,True
prev_ex_102.json,7,0,1,1,True
ex_2489.json,7,0,1,1,True
ex_3762.json,7,1,1,1,True
ex_1026.json,7,0,1,1,True
ex_1476.json,7,0,1,1,True
ex_1499.json,7,1,1,0,True
ex_4.json,7,0,0,0,False
ex_625.json,7,0,1,1,True
ex_1533.json,7,0,1,1,True
ex_2020.json,7,0,1,1,True
ex_760.json,7,1,0,1,True
ex_3631.json,7,0,1,1,True
ex_2535.json,7,1,1,1,True
